Model,Cluster,Component,Feature
hybridsynchaadl environment environment ,6,x y velx vely,cx cy vx vy
hybridsynchaadl fourdronessystem fourdronessystem ,6,dr ctrl ctrlproc cthread close env x y velx vely dr ctrl ctrlproc cthread close env x y velx vely dr ctrl ctrlproc cthread close env x y velx vely dr ctrl ctrlproc cthread close env x y velx vely,ix iy ox oy ix iy ox oy cx cy vx vy ix iy ox oy cx cy vx vy ix iy ox oy cx cy vx vy cx cy vx vy ix iy ox oy ix iy ox oy cx cy vx vy ix iy ox oy cx cy vx vy ix iy ox oy cx cy vx vy cx cy vx vy ix iy ox oy ix iy ox oy cx cy vx vy ix iy ox oy cx cy vx vy ix iy ox oy cx cy vx vy cx cy vx vy ix iy ox oy ix iy ox oy cx cy vx vy ix iy ox oy cx cy vx vy ix iy ox oy cx cy vx vy cx cy vx vy
hybridsynchaadl refdrone refdrone formation ,6,refproc refthread nx ny,outx outy outvx outvy currx curry currvx currvy accx accy outx outy outvx outvy currx curry currvx currvy accx accy outx outy outvx outvy currx curry currvx currvy accx accy
iplprojects map map i ,31,l1 l2 l3 l4 l5 l6 l7 l8 ls,edge edge edge edge edge edge edge edge edge
iplprojects map map i ,31,l1 l2 l3 l4 l5 l6 l7 l8 ls,edge edge edge edge edge edge edge edge edge
iplprojects map map i ,31,l1 l2 l3 l4 l5 l6 l7 l8 ls,edge edge edge edge edge edge edge edge edge
iplprojects map map i ,31,l1 l2 l3 l4 l5 l6 l7 l8 ls,edge edge edge edge edge edge edge edge edge
iplprojects mapa map i ,31,l1 l2 l3 l4 l5 l6 l7 ls c1 c2 c3 c4,edge edge edge edge edge edge edge edge edge edge edge edge
iplprojects mapb map i ,31,l1 l2 l3 l4 l5 l6 l7 ls c1 c2 c3 c4,edge edge edge edge edge edge edge edge edge edge edge edge
isolette isolette heat source heat source ,43,heatsource skinsensor,current temperature value status heat control heat heat control heat heat control heat
isolette isolette heat source heat source with devices ,21,bus heat source configuration checker checker controller processor ram,heat on off heat current temperature heat configuration heat source bus access current temperature heat on off heat configuration current temperature heat on off heat on offler heat on offler heat configuration bus access
itu example itu software itu ,17,pc sg es eo ft,parsecmd busint parsecmd data parsecmd datafromctu parsecmd sgncc parsecmd eslc parsecmd eonoff parsecmd fretime parsecmd data sgncc datatogncc faultcheck mf parsecmd sgncc parsecmd data eslc slccmd parsecmd eslc parsecmd data eonoff onoffcmd parsecmd eonoff parsecmd data fretime lcltime fretime togncc parsecmd fretime
jobfound jobfound jobfoundserver ,16,jobseeker server employer usermanagement backupserver,register login edit profile get req send info get list send feedback exchange knowledge exchange experiences send req get jobinfo edit profile apply job contact details anonymous knowledge register login edit profile get req send info get list send feedback exchange knowledge exchange experiences create list get feedback edit profile share position exchange knowledge exchange experiences register login edit profile get req send info get list send feedback exchange knowledge exchange experiences
kaadl cruise control cruisecontrollaws model ,23,p cruisecontrol process class member member number cruise cruise address  street streetnumber city zipcode,cruiseactive autospd mph refspd mph throttlepos in cruiseactive autospd mph refspd mph throttlepos in method cruiseactive autospd mph refspd mph filautospd mph filrefspd mph filautospd mph filrefspd mph throttlepos in access access method method
kaadl cruise control hci model ,44,p hci process button panel drivermodelogic refspd instrumentpanel server process server thread,breakpedalpressed clutchpedalpressed autospd mph cruiseactive engspd rpm refspd mph clutchpedalpressed autospd mph cruiseactive engspd rpm refspd mph breakpedalpressed onnotoff decspd engspd rpm incspeed activate cancel clutchpedalpressed onnotoff cruiseactive activate cancel breakpedalpressed cruiseactive decspd incspeed refspd mph activate autospd mph refspd mph call server service service
kaadl example simple ,38,b a,usb usb
kaadl example simple ,36,a share b q,dataset reqdataset req
kaadl gps interface satellite others ,43,satpos mygps,position position observation wakeup
kaadl hardware dual processor powerpc ,21,bus shared memory left right,card connector card connector card connector
kaadl remotecallexample simple ,44,a q b t1,docalc mycalc docalc mycalc
master thesis hybridsynchaadl dronecontrol dronecontrol rendezvous ,6,droneproc dronethread refx refy,currx curry inx iny outx outy velx vely currx curry inx iny outx outy velx vely currx curry inx iny outx outy velx vely
master thesis hybridsynchaadl dronecontrol dronecontrol rendezvous ,6,droneproc dronethread refx refy,currx curry inx iny outx outy velx vely currx curry inx iny outx outy velx vely currx curry inx iny outx outy velx vely
master thesis hybridsynchaadl dronecontrol dronecontrol rendezvous ,6,droneproc dronethread refx refy,currx curry inx iny outx outy velx vely currx curry inx iny outx outy velx vely currx curry inx iny outx outy velx vely
master thesis hybridsynchaadl drones drones rendezvous ,6,drone drone droneproc dronethread refx refy environment x y dotx doty drone drone droneproc dronethread refx refy environment x y dotx doty,inx iny outx outy currx curry inx iny outx outy velx vely currx curry inx iny outx outy velx vely currx curry inx iny outx outy velx vely currx curry velx vely inx iny outx outy currx curry inx iny outx outy velx vely currx curry inx iny outx outy velx vely currx curry inx iny outx outy velx vely currx curry velx vely
master thesis hybridsynchaadl drones drones rendezvous ,6,drone drone droneproc dronethread refx refy environment x y dotx doty drone drone droneproc dronethread refx refy environment x y dotx doty drone drone droneproc dronethread refx refy environment x y dotx doty,inx iny outx outy currx curry inx iny outx outy velx vely currx curry inx iny outx outy velx vely currx curry inx iny outx outy velx vely currx curry velx vely inx iny outx outy currx curry inx iny outx outy velx vely currx curry inx iny outx outy velx vely currx curry inx iny outx outy velx vely currx curry velx vely inx iny outx outy currx curry inx iny outx outy velx vely currx curry inx iny outx outy velx vely currx curry inx iny outx outy velx vely currx curry velx vely
master thesis hybridsynchaadl drones drones rendezvous ,6,drone drone droneproc dronethread refx refy environment x y dotx doty drone drone droneproc dronethread refx refy environment x y dotx doty drone drone droneproc dronethread refx refy environment x y dotx doty drone drone droneproc dronethread refx refy environment x y dotx doty,inx iny outx outy currx curry inx iny outx outy velx vely currx curry inx iny outx outy velx vely currx curry inx iny outx outy velx vely currx curry velx vely inx iny outx outy currx curry inx iny outx outy velx vely currx curry inx iny outx outy velx vely currx curry inx iny outx outy velx vely currx curry velx vely inx iny outx outy currx curry inx iny outx outy velx vely currx curry inx iny outx outy velx vely currx curry inx iny outx outy velx vely currx curry velx vely inx iny outx outy currx curry inx iny outx outy velx vely currx curry inx iny outx outy velx vely currx curry inx iny outx outy velx vely currx curry velx vely
master thesis hybridsynchaadl dronesystem dronesystem rendezvous ,6,drone droneproc dronethread refx refy environment x y dotx doty,inx iny outx outy currx curry inx iny outx outy velx vely currx curry inx iny outx outy velx vely currx curry inx iny outx outy velx vely currx curry velx vely
master thesis hybridsynchaadl dronesystem dronesystem rendezvous ,6,drone droneproc dronethread refx refy environment x y dotx doty,inx iny outx outy currx curry inx iny outx outy velx vely currx curry inx iny outx outy velx vely currx curry inx iny outx outy velx vely currx curry velx vely
master thesis hybridsynchaadl dronesystem dronesystem rendezvous ,6,drone droneproc dronethread refx refy environment x y dotx doty,inx iny outx outy currx curry inx iny outx outy velx vely currx curry inx iny outx outy velx vely currx curry inx iny outx outy velx vely currx curry velx vely
master thesis hybridsynchaadl environment environment rendezvous ,6,x y dotx doty,currx curry velx vely
master thesis hybridsynchaadl environment environment rendezvous ,6,x y dotx doty,currx curry velx vely
master thesis hybridsynchaadl environment environment rendezvous ,6,x y dotx doty,currx curry velx vely
mcs examples ojr steppermotor cs root ,35,the mem the proc uif app act mot the cpu,pos user pos commanded step order commanded step completed step order step done
mecelearningsystem mece learning app package mece learning app ,16,usermanagement coursemanagement communicationmanagement assessmentfeedback securityprivacy,get req send reply get user info send user info get course info send course info get comm info send comm info get assesment info send assesment info get security info send security info
mecelearningsystem mece learning package accountdb ,7,masterdb slavedb,write update read sync sync
mecelearningsystem mece learning package contentdb ,7,masterdb slavedb slavedb,write update read sync sync sync
mecelearningsystem mece learning package mecelearningsystem ,16,monitorpredserver apigateway serverside meceapp usermanagement coursemanagement communicationmanagement assessmentfeedback securityprivacy primaryserver primaryserver secondaryserver secondaryserver monitoringpredictionserver accountdatabase masterdb slavedb contentdatabase masterdb slavedb slavedb,get req send reply get req send reply get req send reply get req send reply get req send reply get user info send user info get course info send course info get comm info send comm info get assesment info send assesment info get security info send security info ps get ps send ps get ps send ss get ss send ss get ss send get req send reply write update read sync sync write update read sync sync sync
mecelearningsystem mece learning package serverside ,16,meceapp usermanagement coursemanagement communicationmanagement assessmentfeedback securityprivacy primaryserver primaryserver secondaryserver secondaryserver monitoringpredictionserver,get req send reply get req send reply get user info send user info get course info send course info get comm info send comm info get assesment info send assesment info get security info send security info ps get ps send ps get ps send ss get ss send ss get ss send get req send reply
modelagemaadl exemplo bus top i ,7,thebus sub sub vb vb vb,out out out out in in in in
modelagemaadl exemplo bus top i ,7,thebus sub sub vb vb vb,out out out out in in in in
modelagemaadl exemplo bus top i ,7,thebus sub sub vb vb vb,out out out out in in in in
modelagemaadl exemplo dcs i ,18,dca,potencia canbusaccess sensorin actuatorout potencia canbusaccess sensorin actuatorout
modelagemaadl exemplo dcs i ,18,dca,potencia canbusaccess sensorin actuatorout potencia canbusaccess sensorin actuatorout
modelagemaadl exemplo dcs i ,18,dcs,potencia canbusaccess spiaccess sensorin actuatorout potencia canbusaccess spiaccess sensorin actuatorout
modelagemaadl exemplo scs i ,18,sensor atuador dcs dca,potencia out in potencia sensorout canbusaccess potencia actuatorin canbusaccess potencia canbusaccess sensorin actuatorout potencia canbusaccess sensorin actuatorout
modelagemaadl exemplo scs i ,18,sensor atuador dcs dca,potencia out in potencia sensorout canbusaccess potencia actuatorin canbusaccess potencia canbusaccess sensorin actuatorout potencia canbusaccess sensorin actuatorout
modelagemaadl exemplo scs i ,18,sensor atuador scs,potencia canbusaccess potencia sensorout spiaccess potencia actuatorin canbusaccess potencia canbusaccess spiaccess sensorin actuatorout
modelagemaadl exemplo sistema i ,18,barramento bateria grid scs sensor atuador dcs dca grid scs sensor atuador dcs dca,potencia fornecedor fornecedor consumidor potencia out in potencia sensorout canbusaccess potencia actuatorin canbusaccess potencia canbusaccess sensorin actuatorout potencia canbusaccess sensorin actuatorout fornecedor consumidor potencia out in potencia sensorout canbusaccess potencia actuatorin canbusaccess potencia canbusaccess sensorin actuatorout potencia canbusaccess sensorin actuatorout
modelagemaadl exemplo sistema i ,18,barramento bateria grid scs sensor atuador dcs dca grid scs sensor atuador dcs dca,potencia fornecedor fornecedor consumidor potencia out in potencia sensorout canbusaccess potencia actuatorin canbusaccess potencia canbusaccess sensorin actuatorout potencia canbusaccess sensorin actuatorout fornecedor consumidor potencia out in potencia sensorout canbusaccess potencia actuatorin canbusaccess potencia canbusaccess sensorin actuatorout potencia canbusaccess sensorin actuatorout
modelagemaadl exemplo sistema i ,18,barramento bateria grid scs sensor atuador scs grid dcs dcs,fornecedor fornecedor consumidor potencia canbusaccess potencia sensorout spiaccess potencia actuatorin canbusaccess potencia canbusaccess spiaccess sensorin actuatorout fornecedor consumidor potencia canbusaccess spiaccess sensorin actuatorout potencia canbusaccess spiaccess sensorin actuatorout
modelagemaadl resourcebudgets dca tier ,44,iop app,sensorin sensorin actuatorout sensorin senseout sensorin senseout controlin actuatorout samplingin samplingin controlout
modelagemaadl resourcebudgets dca tier ,44,iop app,sensorin sensorin actuatorout sensorin senseout sensorin senseout controlin actuatorout samplingin samplingin controlout
modelagemaadl resourcebudgets dca tier ,44,iop app,sensorin sensorin actuatorout sensorin senseout sensorin senseout controlin actuatorout samplingin samplingin controlout
modelagemaadl resourcebudgets dca tier ,44,iop sense sense actuate app filter control,sensorin sensorin actuatorout sensorin senseout sensorin senseout controlin actuatorout signalout signalin signalout signalin controlin actuate samplingin samplingin controlout sensorraw sensorraw sensorfiltered sensorfiltered actuatesensor
modelagemaadl resourcebudgets dca tier ,44,iop sense sense actuate app filter control,sensorin sensorin actuatorout sensorin senseout sensorin senseout controlin actuatorout signalout signalin signalout signalin controlin actuate samplingin samplingin controlout sensorraw sensorraw sensorfiltered sensorfiltered actuatesensor
modelagemaadl resourcebudgets dca tier ,44,iop sense sense actuate app filter control,sensorin sensorin actuatorout sensorin senseout sensorin senseout controlin actuatorout signalout signalin signalout signalin controlin actuate samplingin samplingin controlout sensorraw sensorraw sensorfiltered sensorfiltered actuatesensor
modelagemaadl resourcebudgets dcs dualtier ,19,dca iop sense sense actuate app filter control hw canbus pcibus m pc pc,power canbusaccess sensorin sensorin actuatorout sensorin sensorin actuatorout sensorin senseout sensorin senseout controlin actuatorout signalout signalin signalout signalin controlin actuate samplingin samplingin controlout sensorraw sensorraw sensorfiltered sensorfiltered actuatesensor power canbusaccess power power power pci power cb pci power cb pci
modelagemaadl resourcebudgets dcs dualtier ,19,dca iop sense sense actuate app filter control hw canbus pcibus m pc pc,power canbusaccess sensorin sensorin actuatorout sensorin sensorin actuatorout sensorin senseout sensorin senseout controlin actuatorout signalout signalin signalout signalin controlin actuate samplingin samplingin controlout sensorraw sensorraw sensorfiltered sensorfiltered actuatesensor power canbusaccess power power power pci power cb pci power cb pci
modelagemaadl resourcebudgets dcs dualtier ,19,dca iop sense sense actuate app filter control hw canbus pcibus m pc pc,power canbusaccess sensorin sensorin actuatorout sensorin sensorin actuatorout sensorin senseout sensorin senseout controlin actuatorout signalout signalin signalout signalin controlin actuate samplingin samplingin controlout sensorraw sensorraw sensorfiltered sensorfiltered actuatesensor power canbusaccess power power power pci power cb pci power cb pci
modelagemaadl resourcebudgets dcs singletier ,18,dca hw,power canbusaccess sensorin sensorin actuatorout sensorin sensorin actuatorout power canbusaccess
modelagemaadl resourcebudgets dcs singletier ,18,dca hw,power canbusaccess sensorin sensorin actuatorout sensorin sensorin actuatorout power canbusaccess
modelagemaadl resourcebudgets dcs singletier ,18,dca hw,power canbusaccess sensorin sensorin actuatorout sensorin sensorin actuatorout power canbusaccess
modelagemaadl resourcebudgets dcs singletier ,19,dca hw canbus pci ram cpu,power canbusaccess sensorin sensorin actuatorout sensorin sensorin actuatorout power canbusaccess power power power pci power cb pci
modelagemaadl resourcebudgets dcs singletier ,19,dca hw canbus pci ram cpu,power canbusaccess sensorin sensorin actuatorout sensorin sensorin actuatorout power canbusaccess power power power pci power cb pci
modelagemaadl resourcebudgets dcs singletier ,19,dca hw canbus pci ram cpu,power canbusaccess sensorin sensorin actuatorout sensorin sensorin actuatorout power canbusaccess power power power pci power cb pci
modelagemaadl resourcebudgets dcs singletier ,19,hw canbus pci ram cpu dca iop sense sense actuate app filter control,power canbusaccess sensorin sensorin actuatorout power canbusaccess power power power pci power cb pci sensorin sensorin actuatorout sensorin senseout sensorin senseout controlin actuatorout signalout signalin signalout signalin controlin actuate samplingin samplingin controlout sensorraw sensorraw sensorfiltered sensorfiltered actuatesensor
modelagemaadl resourcebudgets dcs singletier ,19,hw canbus pci ram cpu dca iop sense sense actuate app filter control,power canbusaccess sensorin sensorin actuatorout power canbusaccess power power power pci power cb pci sensorin sensorin actuatorout sensorin senseout sensorin senseout controlin actuatorout signalout signalin signalout signalin controlin actuate samplingin samplingin controlout sensorraw sensorraw sensorfiltered sensorfiltered actuatesensor
modelagemaadl resourcebudgets dcs singletier ,19,hw canbus pci ram cpu dca iop sense sense actuate app filter control,power canbusaccess sensorin sensorin actuatorout power canbusaccess power power power pci power cb pci sensorin sensorin actuatorout sensorin senseout sensorin senseout controlin actuatorout signalout signalin signalout signalin controlin actuate samplingin samplingin controlout sensorraw sensorraw sensorfiltered sensorfiltered actuatesensor
modelagemaadl resourcebudgets mysystem tier ,18,epsu grid scs sensor sensor actuator dcs dca hw,supplier supplier consumer power power sensorout canbusaccess power sensorout canbusaccess power actuatorin canbusaccess power canbusaccess sensorin sensorin actuatorout sensorin sensorin actuatorout power canbusaccess
modelagemaadl resourcebudgets mysystem tier ,18,epsu grid scs sensor sensor actuator dcs dca hw,supplier supplier consumer power power sensorout canbusaccess power sensorout canbusaccess power actuatorin canbusaccess power canbusaccess sensorin sensorin actuatorout sensorin sensorin actuatorout power canbusaccess
modelagemaadl resourcebudgets mysystem tier ,18,epsu grid scs sensor sensor actuator dcs dca hw,supplier supplier consumer power power sensorout canbusaccess power sensorout canbusaccess power actuatorin canbusaccess power canbusaccess sensorin sensorin actuatorout sensorin sensorin actuatorout power canbusaccess
modelagemaadl resourcebudgets mysystem tier ,19,epsu grid scs sensor sensor actuator dcs hw canbus pci ram cpu dca iop sense sense actuate app filter control,supplier supplier consumer power power sensorout canbusaccess power sensorout canbusaccess power actuatorin canbusaccess power canbusaccess sensorin sensorin actuatorout power canbusaccess power power power pci power cb pci sensorin sensorin actuatorout sensorin senseout sensorin senseout controlin actuatorout signalout signalin signalout signalin controlin actuate samplingin samplingin controlout sensorraw sensorraw sensorfiltered sensorfiltered actuatesensor
modelagemaadl resourcebudgets mysystem tier ,19,epsu grid scs sensor sensor actuator dcs hw canbus pci ram cpu dca iop sense sense actuate app filter control,supplier supplier consumer power power sensorout canbusaccess power sensorout canbusaccess power actuatorin canbusaccess power canbusaccess sensorin sensorin actuatorout power canbusaccess power power power pci power cb pci sensorin sensorin actuatorout sensorin senseout sensorin senseout controlin actuatorout signalout signalin signalout signalin controlin actuate samplingin samplingin controlout sensorraw sensorraw sensorfiltered sensorfiltered actuatesensor
modelagemaadl resourcebudgets mysystem tier ,19,epsu grid scs sensor sensor actuator dcs hw canbus pci ram cpu dca iop sense sense actuate app filter control,supplier supplier consumer power power sensorout canbusaccess power sensorout canbusaccess power actuatorin canbusaccess power canbusaccess sensorin sensorin actuatorout power canbusaccess power power power pci power cb pci sensorin sensorin actuatorout sensorin senseout sensorin senseout controlin actuatorout signalout signalin signalout signalin controlin actuate samplingin samplingin controlout sensorraw sensorraw sensorfiltered sensorfiltered actuatesensor
modelagemaadl resourcebudgets platform dual ,19,canbus pcibus m pc pc,power canbusaccess power power power pci power cb pci power cb pci
modelagemaadl resourcebudgets platform dual ,19,canbus pcibus m pc pc,power canbusaccess power power power pci power cb pci power cb pci
modelagemaadl resourcebudgets platform dual ,19,canbus pcibus m pc pc,power canbusaccess power power power pci power cb pci power cb pci
modelagemaadl resourcebudgets platform single ,19,canbus pci ram cpu,power canbusaccess power power power pci power cb pci
modelagemaadl resourcebudgets platform single ,19,canbus pci ram cpu,power canbusaccess power power power pci power cb pci
modelagemaadl resourcebudgets platform single ,19,canbus pci ram cpu,power canbusaccess power power power pci power cb pci
modelagemaadl resourcebudgets scs dualtier ,19,sensor sensor actuator dcs dca iop sense sense actuate app filter control hw canbus pcibus m pc pc,power power sensorout canbusaccess power sensorout canbusaccess power actuatorin canbusaccess power canbusaccess sensorin sensorin actuatorout sensorin sensorin actuatorout sensorin senseout sensorin senseout controlin actuatorout signalout signalin signalout signalin controlin actuate samplingin samplingin controlout sensorraw sensorraw sensorfiltered sensorfiltered actuatesensor power canbusaccess power power power pci power cb pci power cb pci
modelagemaadl resourcebudgets scs dualtier ,19,sensor sensor actuator dcs dca iop sense sense actuate app filter control hw canbus pcibus m pc pc,power power sensorout canbusaccess power sensorout canbusaccess power actuatorin canbusaccess power canbusaccess sensorin sensorin actuatorout sensorin sensorin actuatorout sensorin senseout sensorin senseout controlin actuatorout signalout signalin signalout signalin controlin actuate samplingin samplingin controlout sensorraw sensorraw sensorfiltered sensorfiltered actuatesensor power canbusaccess power power power pci power cb pci power cb pci
modelagemaadl resourcebudgets scs dualtier ,19,sensor sensor actuator dcs dca iop sense sense actuate app filter control hw canbus pcibus m pc pc,power power sensorout canbusaccess power sensorout canbusaccess power actuatorin canbusaccess power canbusaccess sensorin sensorin actuatorout sensorin sensorin actuatorout sensorin senseout sensorin senseout controlin actuatorout signalout signalin signalout signalin controlin actuate samplingin samplingin controlout sensorraw sensorraw sensorfiltered sensorfiltered actuatesensor power canbusaccess power power power pci power cb pci power cb pci
modelagemaadl resourcebudgets scs tier ,18,sensor sensor actuator dcs dca hw,power power sensorout canbusaccess power sensorout canbusaccess power actuatorin canbusaccess power canbusaccess sensorin sensorin actuatorout sensorin sensorin actuatorout power canbusaccess
modelagemaadl resourcebudgets scs tier ,18,sensor sensor actuator dcs dca hw,power power sensorout canbusaccess power sensorout canbusaccess power actuatorin canbusaccess power canbusaccess sensorin sensorin actuatorout sensorin sensorin actuatorout power canbusaccess
modelagemaadl resourcebudgets scs tier ,18,sensor sensor actuator dcs dca hw,power power sensorout canbusaccess power sensorout canbusaccess power actuatorin canbusaccess power canbusaccess sensorin sensorin actuatorout sensorin sensorin actuatorout power canbusaccess
modelagemaadl resourcebudgets scs tier ,19,sensor sensor actuator dcs dca hw canbus pci ram cpu,power power sensorout canbusaccess power sensorout canbusaccess power actuatorin canbusaccess power canbusaccess sensorin sensorin actuatorout sensorin sensorin actuatorout power canbusaccess power power power pci power cb pci
modelagemaadl resourcebudgets scs tier ,19,sensor sensor actuator dcs dca hw canbus pci ram cpu,power power sensorout canbusaccess power sensorout canbusaccess power actuatorin canbusaccess power canbusaccess sensorin sensorin actuatorout sensorin sensorin actuatorout power canbusaccess power power power pci power cb pci
modelagemaadl resourcebudgets scs tier ,19,sensor sensor actuator dcs dca hw canbus pci ram cpu,power power sensorout canbusaccess power sensorout canbusaccess power actuatorin canbusaccess power canbusaccess sensorin sensorin actuatorout sensorin sensorin actuatorout power canbusaccess power power power pci power cb pci
modelagemaadl resourcebudgets scs tier ,19,sensor sensor actuator dcs hw canbus pci ram cpu dca iop sense sense actuate app filter control,power power sensorout canbusaccess power sensorout canbusaccess power actuatorin canbusaccess power canbusaccess sensorin sensorin actuatorout power canbusaccess power power power pci power cb pci sensorin sensorin actuatorout sensorin senseout sensorin senseout controlin actuatorout signalout signalin signalout signalin controlin actuate samplingin samplingin controlout sensorraw sensorraw sensorfiltered sensorfiltered actuatesensor
modelagemaadl resourcebudgets scs tier ,19,sensor sensor actuator dcs hw canbus pci ram cpu dca iop sense sense actuate app filter control,power power sensorout canbusaccess power sensorout canbusaccess power actuatorin canbusaccess power canbusaccess sensorin sensorin actuatorout power canbusaccess power power power pci power cb pci sensorin sensorin actuatorout sensorin senseout sensorin senseout controlin actuatorout signalout signalin signalout signalin controlin actuate samplingin samplingin controlout sensorraw sensorraw sensorfiltered sensorfiltered actuatesensor
modelagemaadl resourcebudgets scs tier ,19,sensor sensor actuator dcs hw canbus pci ram cpu dca iop sense sense actuate app filter control,power power sensorout canbusaccess power sensorout canbusaccess power actuatorin canbusaccess power canbusaccess sensorin sensorin actuatorout power canbusaccess power power power pci power cb pci sensorin sensorin actuatorout sensorin senseout sensorin senseout controlin actuatorout signalout signalin signalout signalin controlin actuate samplingin samplingin controlout sensorraw sensorraw sensorfiltered sensorfiltered actuatesensor
ocarina flightcontrolsystem fcs ,41,ic operator gps imu platform node a ff nl nf pl pf fl ap cpu rm,pos c ic position ic angle acc ic order ic angle position acc pos c order angle o angle pos c pos o acc c pos i pos o acc c acc o angle c acc i acc o angle c angle o order position acc acc i pos i ic
ocarina gps interface satellite others ,43,satpos mygps,position observation wakeup position observation wakeup
ocarina hardware dual processor powerpc ,21,bus shared memory left right,card connector card connector card connector
ocarina model i ,40,rtbus layer topsecret layer secret layer unclassified node netif node netif node memory topsecret secret unclassified driver node memory topsecret secret unclassified driver node partition topsecret thr node partition secret thr node partition unclassified thr node partition topsecret node partition secret node partition unclassified node runtime secret runtime topsecret runtime unclassified runtime netif node runtime secret runtime topsecret runtime unclassified runtime netif,the bus the bus outgoing outgoing outgoing
ocarina pingpong s i ,44,pingpong ping pong cpu,output ev input ev
ocarina pingpong t i ,36,subsys pingpong ping pong cpu subsys pingpong ping pong cpu,output ev input ev output ev input ev
ocarina producer consumer pc simple native ,36,the bus t pr a producer pr b consumer cpu,alpha data source beta data sink eth
ocarina radar radar simple ,40,vme aerial rotor monitor ram receive analyse display transmit control angle cpu,antenna out antenna in vme motor out vme screen in vme vme receive pulse get angle to screen send pulse receiver out receiver in from receiver analyser out from controller from transmitter display in display out transmitter out  transmitter out  controller in controller out vme
ocarina s s ,5,pc part,bustype   pp 
ocarina t integrated t i ,18,s1 s2,b1 b1
ocarina t 15 i ,26,process process,fg dport edport eport datap sp spg fg dport edport eport datap sp spg
ocarina t t i ,30,s1 s2 s3,e1 e1 e1 e2
ocarina t t one i ,9,p1,e1 e1
ocarina t t three i ,9,p1,e1 e2 e1 e2
ocarina t t two i ,9,p1,e1 e1
ocarina testfeaturegroup top i ,16,s1 s2,fg f1 f2 fg f1 f2
ocarina test xml connections ,17,b1 d1 p1 t1 t2 p2 t1 t2,b1 in port out port in port out port in port out port in port out port in port out port in port out port
ocarina test carext ,44,powertrain exhaustsystem,exhaustoutput exhaustmanifold
ocarina test carrt ,44,powertrain exhaustsystem,exhaustoutput exhaustmanifold
ocarina test order deployment ,17,p1 t1,out port out port
ocarina test s ,20,bus part,rba
ocarina t s2 i ,24,a b,outp inp
ocarina t s i ,24,a b,outp inp
ocarina vehicle root ,43,vehicle speed controller position controller airbag controller direction controller,vehicle cmd input speed command position command airbag command direction command command data engage disengage command data engage disengage command data engage disengage command data engage disengage
ocarina vehicle vehicle standard ,43,speed controller position controller airbag controller direction controller,vehicle cmd input speed command position command airbag command direction command command data engage disengage command data engage disengage command data engage disengage command data engage disengage
oqarina car car ,44,can process a t1 t2 process b t3 t4 t5 t6 process c t7 t8 t9 cpu a cpu b cpu c,m1 out m2 in m1 out m2 in m1 in m2 out m3 out m2 out m1 in m3 out m3 in m4 in m3 in m4 out
parkingproject parking parking simple ,39,vme camera in camera out gate in gate out inductive loop in inductive loop out gate loop in gate loop out check out board parking slot parking slot parking slot ram inductive loop in thread plates data thread car passed entry thread car parked thread car moved thread inductive loop out thread calculate price open gate out thread car passed exit thread cpu,plates data recognise plates plates data event vme plates data recognise plates plates data event vme open gate close gate open gate close gate car on loop car on loop car on loop car on loop parking price parking paid vme open slots vme car in car out car in car out car in car out vme plates data in plates data out parking price open slots open gate in open gate out car on loop in car on loop out recognise plates in recognise plates out parking paid car on gate loop in car on gate loop out close gate in close gate out car in car out plates data in event plates data event car on loop recognize plates in plates data in plates data in event open gate in car on loop close gate slots number car parked slots number car moved car on loop recognize plates out plate number calculated price plate number event parking paid open gate out car on loop close gate vme
polyorb hi ada dextended probe native ,27,the bus eth eth gnc tmtc pos pos data field gnc th tmtc th gc ground th p1 p2,out port update read data source gnc pos tmtc pos in port data sink eth eth
polyorb hi ada dclocal delayed connections native ,36,node a sender receiver cpu,data source n cycle data sink n cycle
polyorb hi ada flowlatencysampleddata application allperiodicsampled ,42,sense actuate compute tstep compute tstep compute tstep,db outed devbus ined devbus ined outed ined outed ined outed ined outed ined outed ined outed
polyorb hi ada hw leon case study leon ,27,b wom regular producer on call producer external event server activation log reader ins cpu  cpu ,external interrupt depository additional workload handle external interrupt additional workload depository external interrupt external interrupt depository external interrupt depository signal eth eth
polyorb hi ada hw leon local case study leon local ,44,wom regular producer on call producer external event server activation log reader cpu ,external interrupt depository additional workload handle external interrupt additional workload depository external interrupt external interrupt depository external interrupt depository signal
polyorb hi ada hw native case study native ,27,b eth eth wom regular producer on call producer external event server activation log reader ins cpu  cpu ,external interrupt depository additional workload handle external interrupt additional workload depository external interrupt external interrupt depository external interrupt depository signal
polyorb hi c ping ping ,36,node a pinger ping me cpu,data source data sink
polyorb hi c ping ping rtems ,36,node a pinger ping me cpu,data source data sink
polyorb hi c ping ping xenomai ,36,node a pinger ping me cpu,data source data sink
polyorb hi c torture torture ,35,software per thread spo thread hardware,p7 p1 p2 p3 p4 p5 p6 p3 p1 p2
s model model complete ,16,rt ghz rt ghz rt ghz engine engine engine powersupply powersupply powersupply powersupply maincomputer maincomputer maincomputer maincomputer votermain norm bckp selection,statusloss statusmisleading generatordc generatordc generatordc dcvoltrawin dcvoltout dcvoltrawin dcvoltout dcvoltrawin dcvoltout dcvoltrawin dcvoltout powerin statusout powerin statusout powerin statusout powerin statusout in in in statusout in in statusloss statusmisleading
