Model,Component,Feature,ConnectionInstance
adiru subsystem ir system 1,"ir memory , ir process , ir thread , cpu , partition ir","afdx access , altitude in , true airspeed in , inertial altitude out , inertial vs out , present pos lat out , present pos long out , ground speed out , track angle true d , magnetic heading , wind speed d , wind direction true d , true heading d , body pitch acc out , body roll acc out , body yaw acc out , set latitude in , set longitude in , set magnetic heading in , m1 disc , m2 disc , altitude in , true airspeed in , inertial altitude out , inertial vs out , present pos lat out , present pos long out , ground speed out , track angle true d , magnetic heading , wind speed d , wind direction true d , true heading d , body pitch acc out , body roll acc out , body yaw acc out , set latitude , set longitude , set magnetic heading , th altitude , th true airspeed , th inertial altitude , th inertial vs , th present pos lat , th present pos long , th ground speed , th track angle true d , th magnetic heading , th wind speed d , th wind direction true d , th true heading d , th body pitch acc , th body roll acc , th body yaw acc , th set latitude , th set longitude , th set magnetic heading","altitude in > ir process.ir thread.th altitude , true airspeed in > ir process.ir thread.th true airspeed , set latitude in > ir process.ir thread.th set latitude , set longitude in > ir process.ir thread.th set longitude , set magnetic heading in > ir process.ir thread.th set magnetic heading , ir process.ir thread.th inertial altitude > inertial altitude out , ir process.ir thread.th inertial vs > inertial vs out , ir process.ir thread.th present pos lat > present pos lat out , ir process.ir thread.th present pos long > present pos long out , ir process.ir thread.th ground speed > ground speed out , ir process.ir thread.th track angle true d > track angle true d , ir process.ir thread.th magnetic heading > magnetic heading , ir process.ir thread.th wind speed d > wind speed d , ir process.ir thread.th wind direction true d > wind direction true d , ir process.ir thread.th true heading d > true heading d , ir process.ir thread.th body pitch acc > body pitch acc out , ir process.ir thread.th body roll acc > body roll acc out , ir process.ir thread.th body yaw acc > body yaw acc out"
aircraft aircraft functional aircraft functional model 1,"sys stability pitch , sys spoilers , sys thrust management , sys forward thrust","isfailing , isfailing , isfailing , isfailing , isfailing",
air ex1 s i 1,"p , pt , q , qt","pout , ptout , qin , qtin",p.pt.ptout > q.qt.qtin
air ex2 s i 1,"p , ptout , ptin , q , qt , r , rt","sin1 , sin2 , sout , sout2 , pin , pout , pout2 , unconnectedout , pout3 , ptoutin , ptoutout , ptinin , ptinout , ptinout2 , qin , qin2 , qout , qout2 , qtin , qtout , rin , rin2 , rin3 , rin4 , rout , rout2 , rtin , rtout","ptout.ptoutout > ptin.ptinin , ptin.ptinout > ptout.ptoutin , sin1 > q.qt.qtin , sin2 > q.qin2 , p.ptout.ptoutout > q.qt.qtin , p.ptout.ptoutout > r.rt.rtin , p.ptin.ptinout > r.rt.rtin , p.ptin.ptinout2 > r.rin3 , q.qout2 > r.rin4 , q.qt.qtout > r.rt.rtin , r.rout2 > sout , r.rt.rtout > sout"
air ex2 wrapper i 1,"s , p , ptout , ptin , q , qt , r , rt , t","sin1 , sin2 , sout , sout2 , pin , pout , pout2 , unconnectedout , pout3 , ptoutin , ptoutout , ptinin , ptinout , ptinout2 , qin , qin2 , qout , qout2 , qtin , qtout , rin , rin2 , rin3 , rin4 , rout , rout2 , rtin , rtout , tin","ptout.ptoutout > ptin.ptinin , ptin.ptinout > ptout.ptoutin , p.ptout.ptoutout > q.qt.qtin , p.ptout.ptoutout > r.rt.rtin , p.ptin.ptinout > r.rt.rtin , p.ptin.ptinout2 > r.rin3 , q.qout2 > r.rin4 , q.qt.qtout > r.rt.rtin , s.sout2 > t.tin"
air ex3 as i 1,"ap , at","asout , apout , atout",ap.at.atout > asout
air ex3 bs i 1,"bp , bt","bsin , bpin , btin",bsin > bp.bt.btin
air ex3 wrapper i 1,"as , ap , at , bs , bp , bt","asout , apout , atout , bsin , bpin , btin",as.ap.at.atout > bs.bp.bt.btin
alisa response time simple system computation chain 1,"first process , second process","datain , dataout , datain , dataout , datain , dataout","datain > first process.datain , first process.dataout > second process.datain , second process.dataout > dataout"
an model of smart home system clients clients 1,client control unit,"in clients mcr , out clients mcr , in clients rs , out clients rs , ccu data receiver , ccu data sender","in clients mcr > client control unit.ccu data receiver , in clients rs > client control unit.ccu data receiver , client control unit.ccu data sender > out clients mcr , client control unit.ccu data sender > out clients rs"
an model of smart home system maincontrolrouter maincontrolrouter 1,"zigbee device controller , ip device controller , remote msg control , main controller","temperature in , smoke status out , in mcr remote , out mcr remote , in mcr zd , out mcr zd , in mcr ipd , out mcr ipd , dev data receiver , dev data sender , ctr data receiver , ctr data sender , dev data receiver , dev data sender , ctr data receiver , ctr data sender , app data receiver , app data sender , ctr data receiver , ctr data sender , zdc data receiver , zdc data sender , ipdc data receiver , ipdc data sender , remote data receiver , remote data sender","in mcr remote > remote msg control.app data receiver , in mcr zd > zigbee device controller.dev data receiver , in mcr ipd > ip device controller.dev data receiver , zigbee device controller.dev data sender > out mcr zd , zigbee device controller.ctr data sender > main controller.zdc data receiver , ip device controller.dev data sender > out mcr ipd , ip device controller.ctr data sender > main controller.ipdc data receiver , remote msg control.app data sender > out mcr remote , remote msg control.ctr data sender > main controller.remote data receiver , main controller.zdc data sender > zigbee device controller.ctr data receiver , main controller.ipdc data sender > ip device controller.ctr data receiver , main controller.remote data sender > remote msg control.ctr data receiver"
an model of smart home system remoteserver remoteserver 1,"client controller , router controller","in rs mcr , out rs mcr , in rs clients , out rs clients , cc data receiver , cc data sender , rc data receiver , rc data sender","in rs mcr > router controller.rc data receiver , in rs clients > client controller.cc data receiver , client controller.cc data sender > out rs clients , router controller.rc data sender > out rs mcr"
an model of smart home system smart home system smart home 1,"zigbee devices , ip devices , main control router , zigbee device controller , ip device controller , remote msg control , main controller , remote server , client controller , router controller , clients , client control unit","sensing , out zd mcr , in ipd mcr , out ipd mcr , temperature in , smoke status out , in mcr remote , out mcr remote , in mcr zd , out mcr zd , in mcr ipd , out mcr ipd , dev data receiver , dev data sender , ctr data receiver , ctr data sender , dev data receiver , dev data sender , ctr data receiver , ctr data sender , app data receiver , app data sender , ctr data receiver , ctr data sender , zdc data receiver , zdc data sender , ipdc data receiver , ipdc data sender , remote data receiver , remote data sender , in rs mcr , out rs mcr , in rs clients , out rs clients , cc data receiver , cc data sender , rc data receiver , rc data sender , in clients mcr , out clients mcr , in clients rs , out clients rs , ccu data receiver , ccu data sender","zigbee device controller.ctr data sender > main controller.zdc data receiver , ip device controller.ctr data sender > main controller.ipdc data receiver , remote msg control.ctr data sender > main controller.remote data receiver , main controller.zdc data sender > zigbee device controller.ctr data receiver , main controller.ipdc data sender > ip device controller.ctr data receiver , main controller.remote data sender > remote msg control.ctr data receiver , zigbee devices.out zd mcr > main control router.zigbee device controller.dev data receiver , ip devices.out ipd mcr > main control router.ip device controller.dev data receiver , main control router.zigbee device controller.dev data sender > zigbee devices.sensing , main control router.ip device controller.dev data sender > ip devices.in ipd mcr , main control router.remote msg control.app data sender > remote server.router controller.rc data receiver , main control router.remote msg control.app data sender > clients.client control unit.ccu data receiver , remote server.client controller.cc data sender > clients.client control unit.ccu data receiver , remote server.router controller.rc data sender > main control router.remote msg control.app data receiver , clients.client control unit.ccu data sender > main control router.remote msg control.app data receiver , clients.client control unit.ccu data sender > remote server.client controller.cc data receiver"
aps communication architecture aidstonavigation aidstonavigation 1,"rtkbasestation , gnsstransmitter","uhfpositioncorrection , gnsssignal , correctiondata , gnssdata",rtkbasestation.correctiondata > uhfpositioncorrection
aps communication architecture aps apscommunication 1,"this internetmodule , this rccapsmodule , this trafficmodule , emergencycontrolmodule , this switch main corecommunication , this switch backup corecommunication , primarywanloadbalancer , secondarywanloadbalancer , this asc , asc main , colavandssitaw main , asc process , asc ids , asc discover , asc cda , asc cp , asc cam , asc mv , asc ss , asc vm , asc dk , nicteaming , networkandsystemmanagement main , nicteaming , uam , connectivitymanager process , ni , tpc , trc , qosc , nmt , nsu , nsm , nsc , ndbc , digitallogbook , is3ms main , nicteaming , siem , asc backup , colavandssitaw backup , asc process , asc ids , asc discover , asc cda , asc cp , asc cam , asc mv , asc ss , asc vm , asc dk , nicteaming , networkandsystemmanagement backup , nicteaming , uam , connectivitymanager process , ni , tpc , trc , qosc , nmt , nsu , nsm , nsc , ndbc , digitallogbook , is3ms backup , nicteaming , siem , this machinerysystem , this iocard1 , this iocard2 , this azimuththruster1 , this azimuththruster2 , this azimuththruster3 , this azimuththruster4 , this navigationsystem , this lidar1 , this lidar2 , this radar1 , this radar2 , this radar3 , this eo1 , this eo2 , this eo3 , this domecamera1 , this ircamera1 , this spu1 , this spu2 , this spu3 , this radar5 , this spu5 , this spu4 , this eo4 , this lidar4 , this lidar3 , this eo5 , this radar4 , this senseorswitch , this gnss imu main , gnss security , gnss ids , this rtk uhf , this gnssreceiver1 , this senseorswitch backup , this gnssreceiver2 , this gnss imu backup , gnss security , gnss ids , this safetysystem , this generaliomodule1 , this userpanel1 , this alarm1 , this lantern1 , this anchordrop1 , this horn1 , this bms , this emergencybuttontransmitter , this epb , this emergencycommunicationmodule , ids1 , ids2","internetaccess , aiscommunication , rcccommunication , radiocommunication , uhfpositioncorrection , gnsssignal , mobilecommunication , uplinkdownlinkport , managementport , eth1 , eth2 , controlport , eth1 , eth2 , wirelessport , controlport , dataport , navdataport , gnsssignal , controlport , eth1 , eth2 , eth3 , eth4 , wirelessport , eth1 , eth2 , eth3 , eth4 , eth5 , eth6 , eth7 , eth8 , eth9 , eth10 , eth11 , eth12 , eth13 , eth14 , eth15 , eth16 , eth17 , eth18 , eth19 , eth20 , redundancyport , eth1 , eth2 , eth3 , eth4 , eth5 , eth6 , eth7 , eth8 , eth9 , eth10 , eth11 , eth12 , eth13 , eth14 , eth15 , eth16 , eth17 , eth18 , eth19 , eth20 , redundancyport , primarywan , secondarywan , eth1 , eth2 , eth3 , eth4 , eth5 , eth6 , eth7 , eth8 , redundancyport , primarywan , secondarywan , eth1 , eth2 , eth3 , eth4 , eth5 , eth6 , eth7 , eth8 , redundancyport , colavandssitaw main1 , colavandssitaw main2 , colavandssitaw backup1 , colavandssitaw backup2 , ec , nsm main1 , nsm main2 , nsm backup1 , nsm backup2 , is3ms main1 , is3ms main2 , is3ms backup1 , is3ms backup2 , colavandssitaw main primary , colavandssitaw main secondary , networkandsystemmanagement main primary , networkandsystemmanagement main secondary , is3ms main primar , is3ms main secondary , eth1 , eth2 , dataport , emergencydataport , dataport , maindataport , maindataport , backupdataport , maindataport , backupdataport , maindataport , maindataport , backupdataport , maindataport , maindataport , maindataport , veth1 , veth2 , teamedeth , eth1 , eth2 , veth1 , veth2 , teamedeth , dataport , dataport , dataport , et1 , et2 , veth1 , veth2 , teamedeth , dataport , colavandssitaw backup primary , colavandssitaw backup secondary , networkandsystemmanagement backup primary , networkandsystemmanagement backup secondary , is3ms backup primar , is3ms backup secondary , emergencycontrolport , eth1 , eth2 , emergencyport , dataport , emergencydataport , dataport , maindataport , maindataport , backupdataport , maindataport , backupdataport , maindataport , maindataport , backupdataport , maindataport , maindataport , maindataport , veth1 , veth2 , teamedeth , eth1 , eth2 , veth1 , veth2 , teamedeth , dataport , dataport , dataport , et1 , et2 , veth1 , veth2 , teamedeth , dataport , maindataport1 , maindataport2 , backupdataport1 , backupdataport2 , signalport1 , signalport2 , eth1 , eth2 , signalport1 , signalport2 , eth1 , eth2 , signalport , signalport , signalport , signalport , maindataport1 , maindataport2 , maindataport3 , maindataport4 , backupdataport1 , backupdataport2 , backupdataport3 , backupdataport4 , positioncorrectionport , gnsssignal , controlport , dataport , controlport , dataport , controlport , dataport , controlport , dataport , controlport , dataport , controlport , dataport , controlport , dataport , controlport , dataport , controlport , dataport , controlport , dataport , eth1 , eth2 , eth3 , eth4 , eth5 , eth6 , eth1 , eth2 , eth3 , eth4 , eth5 , eth6 , eth1 , eth2 , eth3 , eth4 , eth5 , eth6 , controlport , dataport , eth1 , eth2 , eth3 , eth4 , eth5 , eth6 , eth1 , eth2 , eth3 , eth4 , eth5 , eth6 , controlport , dataport , controlport , dataport , controlport , dataport , controlport , dataport , controlport , dataport , eth1 , eth2 , eth3 , eth4 , eth5 , eth6 , eth7 , eth8 , rtk uhf datain , gnsssignalin , eth1 , eth2 , dataport , dataport , dataout , positioncorrectiondata , dataport , incoming , eth1 , eth2 , eth3 , eth4 , eth5 , eth6 , eth7 , eth8 , dataport , incoming , rtk uhf datain , gnsssignalin , eth1 , eth2 , dataport , dataport , maindataport , backupdataport , input1 , output1 , output2 , output3 , output4 , eth1 , eth2 , output , input , input , input , input , maindataport , backupdataport , emergencysignal , buttonpressed , emergencysignalin , emergencysignalout , eth1 , eth2 , eth1 , eth2","asc process.dataport > nicteaming.teamedeth , nicteaming.teamedeth > asc process.dataport , nicteaming.teamedeth > connectivitymanager process.dataport , nicteaming.teamedeth > uam.dataport , nicteaming.teamedeth > digitallogbook.dataport , nicteaming.teamedeth > digitallogbook.dataport , uam.dataport > nicteaming.teamedeth , connectivitymanager process.dataport > nicteaming.teamedeth , digitallogbook.dataport > nicteaming.teamedeth , digitallogbook.dataport > nicteaming.teamedeth , nicteaming.teamedeth > siem.dataport , siem.dataport > nicteaming.teamedeth , asc process.dataport > nicteaming.teamedeth , nicteaming.teamedeth > asc process.dataport , nicteaming.teamedeth > connectivitymanager process.dataport , nicteaming.teamedeth > uam.dataport , nicteaming.teamedeth > digitallogbook.dataport , nicteaming.teamedeth > digitallogbook.dataport , uam.dataport > nicteaming.teamedeth , connectivitymanager process.dataport > nicteaming.teamedeth , digitallogbook.dataport > nicteaming.teamedeth , digitallogbook.dataport > nicteaming.teamedeth , nicteaming.teamedeth > siem.dataport , siem.dataport > nicteaming.teamedeth , this iocard1.signalport1 > this azimuththruster1.signalport , this iocard1.signalport2 > this azimuththruster2.signalport , this iocard2.signalport1 > this azimuththruster3.signalport , this iocard2.signalport2 > this azimuththruster4.signalport , this lidar1.dataport > this spu2.eth2 , this lidar2.dataport > this spu3.eth2 , this radar1.dataport > this spu1.eth4 , this radar2.dataport > this spu2.eth3 , this radar3.dataport > this spu3.eth3 , this eo1.dataport > this spu1.eth2 , this eo2.dataport > this spu2.eth1 , this eo3.dataport > this spu3.eth1 , this domecamera1.dataport > this spu1.eth1 , this ircamera1.dataport > this spu1.eth3 , this spu1.eth1 > this domecamera1.dataport , this spu1.eth2 > this eo1.dataport , this spu1.eth3 > this ircamera1.dataport , this spu1.eth4 > this radar1.dataport , this spu1.eth5 > this senseorswitch.eth1 , this spu1.eth6 > this senseorswitch backup.eth4 , this spu2.eth1 > this eo2.dataport , this spu2.eth2 > this lidar1.dataport , this spu2.eth3 > this radar2.dataport , this spu2.eth5 > this senseorswitch.eth2 , this spu2.eth6 > this senseorswitch backup.eth5 , this spu3.eth1 > this eo3.dataport , this spu3.eth2 > this lidar2.dataport , this spu3.eth3 > this radar3.dataport , this spu3.eth5 > this senseorswitch.eth3 , this spu3.eth6 > this senseorswitch backup.eth6 , this radar5.dataport > this spu5.eth3 , this spu5.eth5 > this senseorswitch backup.eth2 , this spu5.eth6 > this senseorswitch.eth5 , this spu4.eth5 > this senseorswitch backup.eth1 , this spu4.eth6 > this senseorswitch.eth4 , this eo4.dataport > this spu4.eth1 , this lidar4.dataport > this spu5.eth2 , this lidar3.dataport > this spu4.eth2 , this eo5.dataport > this spu5.eth1 , this radar4.dataport > this spu4.eth3 , this senseorswitch.eth1 > this spu1.eth5 , this senseorswitch.eth2 > this spu2.eth5 , this senseorswitch.eth3 > this spu3.eth5 , this rtk uhf.dataout > this gnss imu main.rtk uhf datain , this rtk uhf.dataout > this gnss imu backup.rtk uhf datain , this gnssreceiver1.dataport > this gnss imu main.gnsssignalin , this gnssreceiver2.dataport > this gnss imu backup.gnsssignalin , this generaliomodule1.output1 > this anchordrop1.input , this generaliomodule1.output2 > this horn1.input , this generaliomodule1.output3 > this alarm1.input , this generaliomodule1.output4 > this lantern1.input , this userpanel1.output > this generaliomodule1.input1 , this epb.buttonpressed > this emergencycommunicationmodule.emergencysignalin , internetaccess > this internetmodule.uplinkdownlinkport , aiscommunication > this trafficmodule.dataport , aiscommunication > this trafficmodule.dataport , rcccommunication > this rccapsmodule.wirelessport , radiocommunication > emergencycontrolmodule.wirelessport , uhfpositioncorrection > this navigationsystem.this rtk uhf.positioncorrectiondata , gnsssignal > this navigationsystem.this gnssreceiver1.incoming , gnsssignal > this navigationsystem.this gnssreceiver2.incoming , this internetmodule.uplinkdownlinkport > internetaccess , this internetmodule.eth1 > primarywanloadbalancer.primarywan , this internetmodule.eth2 > secondarywanloadbalancer.primarywan , this rccapsmodule.eth1 > primarywanloadbalancer.secondarywan , this rccapsmodule.eth2 > secondarywanloadbalancer.secondarywan , this rccapsmodule.wirelessport > rcccommunication , this trafficmodule.dataport > aiscommunication , this trafficmodule.dataport > aiscommunication , this trafficmodule.navdataport > primarywanloadbalancer.eth8 , emergencycontrolmodule.eth1 > this asc.asc backup.colavandssitaw backup.asc process.emergencydataport , emergencycontrolmodule.wirelessport > radiocommunication , this switch main corecommunication.eth1 > primarywanloadbalancer.eth3 , this switch main corecommunication.eth2 > secondarywanloadbalancer.eth3 , this switch main corecommunication.eth3 > this navigationsystem.this senseorswitch.eth8 , this switch main corecommunication.eth4 > this machinerysystem.this iocard2.eth1 , this switch main corecommunication.eth5 > this machinerysystem.this iocard1.eth1 , this switch main corecommunication.eth6 > this safetysystem.this generaliomodule1.eth1 , this switch main corecommunication.eth7 > this bms.maindataport , this switch main corecommunication.eth8 > ids2.eth1 , this switch main corecommunication.eth9 > this navigationsystem.this gnss imu main.eth1 , this switch main corecommunication.eth10 > this navigationsystem.maindataport3 , this switch main corecommunication.eth11 > this navigationsystem.maindataport4 , this switch main corecommunication.eth18 > this asc.asc backup.is3ms backup.nicteaming.veth1 , this switch main corecommunication.eth19 > this asc.asc backup.networkandsystemmanagement backup.nicteaming.veth1 , this switch main corecommunication.eth20 > this asc.asc backup.colavandssitaw backup.nicteaming.veth2 , this switch main corecommunication.redundancyport > this switch backup corecommunication.redundancyport , this switch backup corecommunication.eth1 > primarywanloadbalancer.eth4 , this switch backup corecommunication.eth2 > secondarywanloadbalancer.eth4 , this switch backup corecommunication.eth3 > this navigationsystem.this senseorswitch.eth7 , this switch backup corecommunication.eth4 > this machinerysystem.this iocard1.eth2 , this switch backup corecommunication.eth5 > this safetysystem.this generaliomodule1.eth2 , this switch backup corecommunication.eth6 > this bms.backupdataport , this switch backup corecommunication.eth7 > this machinerysystem.this iocard2.eth2 , this switch backup corecommunication.eth8 > ids2.eth2 , this switch backup corecommunication.eth9 > this navigationsystem.this gnss imu main.eth2 , this switch backup corecommunication.eth10 > this navigationsystem.backupdataport3 , this switch backup corecommunication.eth11 > this navigationsystem.this gnss imu backup.eth1 , this switch backup corecommunication.eth18 > this asc.asc backup.is3ms backup.nicteaming.veth2 , this switch backup corecommunication.eth19 > this asc.asc backup.networkandsystemmanagement backup.nicteaming.veth2 , this switch backup corecommunication.eth20 > this asc.asc backup.colavandssitaw backup.nicteaming.veth1 , this switch backup corecommunication.redundancyport > this switch main corecommunication.redundancyport , primarywanloadbalancer.primarywan > this internetmodule.eth1 , primarywanloadbalancer.secondarywan > this rccapsmodule.eth1 , primarywanloadbalancer.eth1 > this asc.asc main.colavandssitaw main.nicteaming.veth2 , primarywanloadbalancer.eth3 > this switch main corecommunication.eth1 , primarywanloadbalancer.eth4 > this switch backup corecommunication.eth1 , primarywanloadbalancer.eth5 > this asc.asc main.networkandsystemmanagement main.nicteaming.veth1 , primarywanloadbalancer.eth6 > this asc.asc main.is3ms main.nicteaming.veth1 , primarywanloadbalancer.eth7 > ids1.eth1 , primarywanloadbalancer.redundancyport > secondarywanloadbalancer.redundancyport , secondarywanloadbalancer.primarywan > this internetmodule.eth2 , secondarywanloadbalancer.secondarywan > this rccapsmodule.eth2 , secondarywanloadbalancer.eth1 > this asc.asc main.colavandssitaw main.nicteaming.veth1 , secondarywanloadbalancer.eth3 > this switch main corecommunication.eth2 , secondarywanloadbalancer.eth4 > this switch backup corecommunication.eth2 , secondarywanloadbalancer.eth5 > this asc.asc main.networkandsystemmanagement main.nicteaming.veth2 , secondarywanloadbalancer.eth6 > this asc.asc main.is3ms main.nicteaming.veth2 , secondarywanloadbalancer.eth8 > ids1.eth2 , secondarywanloadbalancer.redundancyport > primarywanloadbalancer.redundancyport , this asc.asc main.colavandssitaw main.nicteaming.veth1 > secondarywanloadbalancer.eth1 , this asc.asc main.colavandssitaw main.nicteaming.veth2 > primarywanloadbalancer.eth1 , this asc.asc main.networkandsystemmanagement main.nicteaming.veth1 > primarywanloadbalancer.eth5 , this asc.asc main.networkandsystemmanagement main.nicteaming.veth2 > secondarywanloadbalancer.eth5 , this asc.asc main.is3ms main.nicteaming.veth1 > primarywanloadbalancer.eth6 , this asc.asc main.is3ms main.nicteaming.veth2 > secondarywanloadbalancer.eth6 , this asc.asc backup.colavandssitaw backup.asc process.emergencydataport > emergencycontrolmodule.eth1 , this asc.asc backup.colavandssitaw backup.nicteaming.veth1 > this switch backup corecommunication.eth20 , this asc.asc backup.colavandssitaw backup.nicteaming.veth2 > this switch main corecommunication.eth20 , this asc.asc backup.networkandsystemmanagement backup.nicteaming.veth1 > this switch main corecommunication.eth19 , this asc.asc backup.networkandsystemmanagement backup.nicteaming.veth2 > this switch backup corecommunication.eth19 , this asc.asc backup.is3ms backup.nicteaming.veth1 > this switch main corecommunication.eth18 , this asc.asc backup.is3ms backup.nicteaming.veth2 > this switch backup corecommunication.eth18 , this machinerysystem.this iocard1.eth1 > this switch main corecommunication.eth5 , this machinerysystem.this iocard1.eth2 > this switch backup corecommunication.eth4 , this machinerysystem.this iocard2.eth1 > this switch main corecommunication.eth4 , this machinerysystem.this iocard2.eth2 > this switch backup corecommunication.eth7 , this machinerysystem.this iocard2.eth2 > this switch backup corecommunication.eth7 , this navigationsystem.this senseorswitch.eth7 > this switch backup corecommunication.eth3 , this navigationsystem.this senseorswitch.eth8 > this switch main corecommunication.eth3 , this navigationsystem.this gnss imu main.eth1 > this switch main corecommunication.eth9 , this navigationsystem.this gnss imu main.eth2 > this switch backup corecommunication.eth9 , this navigationsystem.this senseorswitch backup.eth7 > this switch main corecommunication.eth10 , this navigationsystem.this senseorswitch backup.eth8 > this switch backup corecommunication.eth10 , this navigationsystem.this gnss imu backup.eth2 > this switch main corecommunication.eth11 , this safetysystem.this generaliomodule1.eth1 > this switch main corecommunication.eth6 , this safetysystem.this generaliomodule1.eth1 > this switch main corecommunication.eth6 , this safetysystem.this generaliomodule1.eth2 > this switch backup corecommunication.eth5 , this safetysystem.this generaliomodule1.eth2 > this switch backup corecommunication.eth5 , this bms.maindataport > this switch main corecommunication.eth7 , this bms.backupdataport > this switch backup corecommunication.eth6 , this emergencybuttontransmitter.this emergencycommunicationmodule.emergencysignalout > mobilecommunication , ids1.eth1 > primarywanloadbalancer.eth7 , ids1.eth2 > secondarywanloadbalancer.eth8 , ids2.eth1 > this switch main corecommunication.eth8 , ids2.eth2 > this switch backup corecommunication.eth8"
