Model,Cluster,Component,Feature
collision detection user interaction user interaction standard,40,vehicle bus microphone speaker spoken vehicle memory speaker controller audio player microphone controller microphone sensor microphone vehicle processor,message received user message send user spoken command ba audio ba sensor data ba ba message audio text audio text sensor ready audio available audio text ba
collision detection vehicle actuation vehicle actuation standard,43,vehicle bus front brake rear brake accelerator driver seatbelt passenger seatbelt driver headrest passenger headrest driver seat passenger seat airbag driver nudger passenger nudger wheel turner vehicle memory speed actuator command received command processor position actuator command received command processor airbag actuator command received command processor direction actuator command received command processor vehicle processor,speed command position command airbag command direction command engage disengage ba engage disengage ba engage disengage ba engage disengage ba engage disengage ba engage disengage ba engage disengage ba engage disengage ba engage disengage ba engage disengage ba engage disengage ba engage disengage ba engage disengage ba ba command data engage disengage processed command received command command data engage disengage command data engage disengage processed command received command command data engage disengage command data engage disengage processed command received command command data engage disengage command data engage disengage processed command received command command data engage disengage ba
crazyflie crazyflie final crazyflie final,19,functional acc gyro magneto pilot fusion controller motor actual uart ic pwm mpu m1 m2 m3 m4 stmf nrf nrf firmware stmf firmware crtp tx task crtp rx task power management loop,accelero gyro magneto order accelero gyro magneto data f data f gyro motor tc motor dof ic bus rate pwm bus rate pwm bus rate pwm bus rate pwm bus ic bus spi bus uart bus pwm bus uart bus syslink packet tx syslink packet rx syslink packet rx syslink packet tx dofs rate rate rate rate msg syslink packet msg syslink packet dofs syslink packet rx syslink packet tx rate rate rate rate
crazyflie crazyflie functional crazyflie functional chain,13,acc gyro magneto pilot fusion controller motor,accelero gyro magneto order accelero gyro magneto data f data f gyro motor tc motor
crazyflie crazyflie hardware crazyflie,19,uart ic pwm mpu m1 m2 m3 m4 stmf nrf,dof ic bus rate pwm bus rate pwm bus rate pwm bus rate pwm bus ic bus spi bus uart bus pwm bus uart bus
crazyflie crazyflie crazyflie,40,uart ic pwm mpu m1 m2 m3 m4 stmf nrf nrf firmware stmf firmware crtp tx task crtp rx task power management loop,dof ic bus rate pwm bus rate pwm bus rate pwm bus rate pwm bus ic bus spi bus uart bus pwm bus uart bus syslink packet tx syslink packet rx syslink packet rx syslink packet tx dofs rate rate rate rate msg syslink packet msg syslink packet dofs syslink packet rx syslink packet tx rate rate rate rate
csci adventium lab gumbo plugin pressure ctrl pressure ctrl,7,pressure sensor,env pressure shutdown pressure high indicator
csci adventium lab gumbo plugin pressure ctrl pressure ctrl,7,pressure sensor,env pressure shutdown pressure high indicator
csci adventium lab gumbo plugin radiation ctrl radiation ctrl,7,radiation sensor,env radiation shutdown radiation high indicator
csci adventium lab gumbo plugin radiation ctrl radiation ctrl,7,radiation sensor,env radiation shutdown radiation high indicator
csci adventium lab gumbo plugin sensor sensorsys,7,radiation radiation sensor pressure pressure sensor temp temp sensor,env radiation env pressure env temperature shutdown env radiation shutdown radiation high indicator env pressure shutdown pressure high indicator env temperature shutdown temperature high indicator
csci adventium lab gumbo plugin sensor sensorsys,7,radiation radiation sensor pressure pressure sensor temp temp sensor,env radiation env pressure env temperature shutdown env radiation shutdown radiation high indicator env pressure shutdown pressure high indicator env temperature shutdown temperature high indicator
csci adventium lab gumbo plugin temperature ctrl temperature ctrl,7,temp sensor,env temperature shutdown temperature high indicator
csci adventium lab gumbo plugin temperature ctrl temperature ctrl,7,temp sensor,env temperature shutdown temperature high indicator
dapp integration integration generic,16,frontend application backend application mobile application dapp application hyperledger besu alchemy,connection port backend port connection port dapp port backend port connection port etherium rpc port node provider port connection port connection port
dapp integration integration write owner request,16,frontend application backend application mobile application dapp application hyperledger besu alchemy,connection port backend port connection port dapp port backend port connection port etherium rpc port node provider port connection port connection port
dhsystem account dhaccounts,17,authentication accountsettings accesscontrol,web acc br acc config acc webout au brout au au au ac config ac ac
dhsystem communication dhcommunications,17,acquisitor communicationmanager dhgateway tempcontroller humcontroller powercontroller applcontroller seccontroller,comm device pm comm config comm cm aq config cm pmout cm cm aq cm gateway cm gateway gateway device
dhsystem communication dhgateway,17,tempcontroller humcontroller powercontroller applcontroller seccontroller,cm gateway gateway device
dhsystem configuration dhconfig,40,programmablethermostat programmableappliancemanager securitysystem programmablehumidistat planner configurationmanager report,config acc config cm web config br config pm config plan tp cm tp rep tp plan apm cm apm rep apm plan s cm s rep s plan hp cm hp rep hp plan tp plan apm plan s plan hp cm plan cm tp cm plan cm s cm outcm cm outacc cm hp cm rep cm apm webout cm brout cm pmout cm rep apm rep tp rep s rep hp cm rep
dhsystem device dhdevices,40,devicemanager humiditydevices humidifier dehumidifier humiditysensor powerdevices switch appliance light securitydevices alarm doorsensor windowsensor thermostatdevices hvac thermostatsensort,device se pm device comm device dm hum dm pow dm sec dm thermo dm seout gatewayout dm pmout dm dm hum hum sensor dh sensor hum sensor dh sensor dm pow sw app sw light sw app sw light dm sec al door al win al door al win dm thermo hvac t hvac t
dhsystem device humidity,40,humidifier dehumidifier humiditysensor,dm hum hum sensor dh sensor hum sensor dh sensor
dhsystem device power,40,switch appliance light,dm pow sw app sw light sw app sw light
dhsystem device security,40,alarm doorsensor windowsensor,dm sec al door al win al door al win
dhsystem device thermo,40,hvac thermostatsensort,dm thermo hvac t hvac t
dhsystem system dhsystem,16,webinterface backuprecovery pluginmanager simulatedenvironment account authentication accountsettings accesscontrol dhconfigurations programmablethermostat programmableappliancemanager securitysystem programmablehumidistat planner configurationmanager report communication acquisitor communicationmanager dhgateway tempcontroller humcontroller powercontroller applcontroller seccontroller device devicemanager humiditydevices humidifier dehumidifier humiditysensor powerdevices switch appliance light securitydevices alarm doorsensor windowsensor thermostatdevices hvac thermostatsensort,web acc web cmout br acc br config pm config pm device pm comm dev se web acc br acc config acc webout au brout au au au ac config ac ac config acc config cm web config br config pm config plan tp cm tp rep tp plan apm cm apm rep apm plan s cm s rep s plan hp cm hp rep hp plan tp plan apm plan s plan hp cm plan cm tp cm plan cm s cm outcm cm outacc cm hp cm rep cm apm webout cm brout cm pmout cm rep apm rep tp rep s rep hp cm rep comm device pm comm config comm cm aq config cm pmout cm cm aq cm gateway cm gateway gateway device device se pm device comm device dm hum dm pow dm sec dm thermo dm seout gatewayout dm pmout dm dm hum hum sensor dh sensor hum sensor dh sensor dm pow sw app sw light sw app sw light dm sec al door al win al door al win dm thermo hvac t hvac t
drink vending machine drinkmachine drinkmachinesystem,39,mainbus paybus drinkbus panel cashin cashout card glasssens ingredientsens shakerdev feederdev mainmem paymem drinkmem maincontroller paythread drinkthread drinkverifier paycontroller paymentprocessing cash card drinkcontroller drinkinfo drink monitor mainproc payproc drinkproc,paymethod numdrink drinkready bam cashreq cashamount bap cashout bap cardreq cashamount bap glasscheck glassstatus bad checkstatus ingrstatus bad shakeingr shakestatus bad feedingr feedstatus bad bam bap bad paymethod numdrink drinkprice checkdrink paymodmethod paymodamount makedrink paid drinkingrstatus drinkready finished drinkinfo panelmethod price method paid preparedrink drinkinfo drinkmake prepare drinkfinished finalize numdrink drinkprice drinkcheck drinkinfo drinkingrstatus method amount carddata cashdata cardreq cashreq cashchange finished method amount amountout done doneout amount cashreq cashdata cashchange done amount cardreq carddata done checkdrink makedrink ingrstatus drinkprice checkingrstatus feedingr shakeingr checkglass feedstatus shakestatus glassstatus drinkingrstatus drinkready checkdrink checkingrout checkingrin ingrlistout ingrlistin drinkprice drinkingrstatus ingrlistout ingrlistin makedrink drinkdata drinkreadyin drinkready drinkdata drinkready feedingr checkglass shakeingr feedingrin checkglassin shakeingrin bam bap bad bap bad
electricscooter controller scooter controller,39,accel handle dev brake handle dev battery dev brake dev speedo dev batt sensor dev speed ctrl regulate th power th power mgr batt ctrl th,accel toggle bus brake toggle bus target voltage voltage output bus brake state braking bus scooter speed measured speed bus battery pct measured batt pct bus measured speed accel toggle brake toggle power output brake state speed data accel level brake level power adjust brake ctrl power adjust watt adjust power output battery pct target voltage battery pct power output target voltage
electronictollcollection toll collection roadway paymnt equipment,16,roadway toll collectn support produce roadside display veh identity,payment trans status payment transactn payment instr vehicle entry exit td toll paymnt cnfrm td toll paymnt invalid toll paymnt pull msg toll veh paymnt prb msg veh nmbr
electronictollcollection toll collection pac paymnt administration,17,process violatn toll mng bad toll paymnt data credit identity toll cost updt toll price data mng toll processing credit identity toll cost,enforcement data toll fdmv toll violatn veh registratn tdmv toll violatn veh license tec toll violatn data toll violatn info bad toll paymnt list toll paymnt violator data card type card number name card card expiry toll price fpa toll price data toll price change rqst toll price change response toll price data toll price data rqst curr toll trans ffc confrm toll paymnt tfc rqst toll paymnt toll trans record card type card number name card card expiry toll price
electronictollcollection toll collection payment administration center,17,pac paymnt administration process violatn toll mng bad toll paymnt data credit identity toll cost updt toll price data mng toll processing credit identity toll cost,payment transactn transaction status paymnt rqst paymnt coordinatn paymnt instr paymnt info presentatn traveller paymnt rqst user acc report vehicle paymnt rqst paymnt admin rqst traveller paymnt info user acc setup roaduse history vehicle paymnt info registratn license rqst paymnt violatn notif enforcement data toll fdmv toll violatn veh registratn tdmv toll violatn veh license tec toll violatn data toll violatn info bad toll paymnt list toll paymnt violator data card type card number name card card expiry toll price fpa toll price data toll price change rqst toll price change response toll price data toll price data rqst curr toll trans ffc confrm toll paymnt tfc rqst toll paymnt toll trans record card type card number name card card expiry toll price
electronictollcollection toll collection personal info device,17,pers interactive travlr info personal paymnt dev intrfc,traveller paymnt rqst user acc report payment traveller paymnt info user acc setup reqst paymnt fpd travlr pers ip credit identity tpd debited paymnt pers device
electronictollcollection toll collection pers interactive travlr info,39,personal paymnt dev intrfc,fpd travlr pers ip credit identity tpd debited paymnt pers device
electronictollcollection toll collection roadside equipment,17,rsetc bill driver toll cost veh identity paymnt cnfrmtn,vehicle entry exit payment instr vehicle paymnt rqst payment transactn roaduse history vehicle paymnt info vehicle payment update curr toll trans roadside toll paymnt cnfrmtn toll paymnt debited toll paymnt rqst toll price veh nmbr payment successful payment fail
electronictollcollection toll collection roadway toll collectn support,17,produce roadside display veh identity,td toll paymnt cnfrm td toll paymnt invalid toll paymnt pull msg toll veh paymnt prb msg veh nmbr
electronictollcollection toll collection rsetc,17,bill driver toll cost veh identity paymnt cnfrmtn,curr toll trans roadside toll paymnt cnfrmtn toll paymnt debited toll paymnt rqst toll price veh nmbr payment successful payment fail
electronictollcollection toll collection toll collection,16,driver vehicle obe veh toll paymnt paymnt dev interface credit identity paymnt cnfrmtn toll cost payment device roadway paymnt equipment roadway toll collectn support produce roadside display veh identity roadside equipment rsetc bill driver toll cost veh identity paymnt cnfrmtn personal info device pers interactive travlr info personal paymnt dev intrfc payment administrator payment administration center pac paymnt administration process violatn toll mng bad toll paymnt data credit identity toll cost updt toll price data mng toll processing credit identity toll cost payment administration financial center dmv enforcement center,driver update request service driver input payment trans status drvr ip driver update vehicle payment request vehicle payment update payment paymnt device info payment request update vehicle paymnt info paymnt device updt reqst payment request service driver toll paymnt credit identity fpd confirm paymnt toll plaza fpd toll vehicle paymnt data toll paymnt cnfrmtn toll paymnt debited toll paymnt rqst toll veh paymnt data clr toll veh paymnt data collect toll veh paymnt data rqst toll veh paymnt data store toll veh paymnt data updt toll veh paymnt nmbr tpd debited paymnt toll plaza tpd rqst paymnt toll plaza card type card number name card card expiry payment successful payment fail toll price payment paymnt device info reqst payment paymnt device updt payment trans status payment transactn payment instr vehicle entry exit td toll paymnt cnfrm td toll paymnt invalid toll paymnt pull msg toll veh paymnt prb msg veh nmbr vehicle entry exit payment instr vehicle paymnt rqst payment transactn roaduse history vehicle paymnt info vehicle payment update curr toll trans roadside toll paymnt cnfrmtn toll paymnt debited toll paymnt rqst toll price veh nmbr payment successful payment fail traveller paymnt rqst user acc report payment traveller paymnt info user acc setup reqst paymnt fpd travlr pers ip credit identity tpd debited paymnt pers device paymnt info presentatn paymnt admin rqst payment transactn transaction status paymnt rqst paymnt coordinatn paymnt instr paymnt info presentatn traveller paymnt rqst user acc report vehicle paymnt rqst paymnt admin rqst traveller paymnt info user acc setup roaduse history vehicle paymnt info registratn license rqst paymnt violatn notif enforcement data toll fdmv toll violatn veh registratn tdmv toll violatn veh license tec toll violatn data toll violatn info bad toll paymnt list toll paymnt violator data card type card number name card card expiry toll price fpa toll price data toll price change rqst toll price change response toll price data toll price data rqst curr toll trans ffc confrm toll paymnt tfc rqst toll paymnt toll trans record card type card number name card card expiry toll price paymnt coordinatn transaction status paymnt rqst registratn license rqst paymnt violatn notif
electronictollcollection toll collection vehicle obe,17,veh toll paymnt paymnt dev interface credit identity paymnt cnfrmtn toll cost,drvr ip driver update vehicle payment request vehicle payment update payment paymnt device info payment request update vehicle paymnt info paymnt device updt reqst payment request service driver toll paymnt credit identity fpd confirm paymnt toll plaza fpd toll vehicle paymnt data toll paymnt cnfrmtn toll paymnt debited toll paymnt rqst toll veh paymnt data clr toll veh paymnt data collect toll veh paymnt data rqst toll veh paymnt data store toll veh paymnt data updt toll veh paymnt nmbr tpd debited paymnt toll plaza tpd rqst paymnt toll plaza card type card number name card card expiry payment successful payment fail toll price
electronictollcollection toll collection veh toll paymnt,17,paymnt dev interface credit identity paymnt cnfrmtn toll cost,driver toll paymnt credit identity fpd confirm paymnt toll plaza fpd toll vehicle paymnt data toll paymnt cnfrmtn toll paymnt debited toll paymnt rqst toll veh paymnt data clr toll veh paymnt data collect toll veh paymnt data rqst toll veh paymnt data store toll veh paymnt data updt toll veh paymnt nmbr tpd debited paymnt toll plaza tpd rqst paymnt toll plaza card type card number name card card expiry payment successful payment fail toll price
errormodelv allflows fgs,23,ap ap ac,inport outport inport outport inport outport fromapport fromapport outport
errormodelv common error commonsource,40,s0 a0 a1 c0,valueout valuein valuein valuein valueout valueout
errormodelv common error commonevents,40,s0 a0 a1 c0,valueout valuein valuein valuein valueout valueout
errormodelv common error commoneventssingleport,40,s0 a0 a1 c0,valueout valuein valuein valuein valueout
errormodelv dualfgs fgs,23,network ap ap fg fg ac,powersupply inport outport inport outport inport outport inport outport inport outport fromapport fromapport outport
errormodelv filteredflows fgs,23,ap ac,inport outport inport outport fromapport fromapport outport
errormodelv ftatest,40,sen sen s1 s2,dataout dataout datain datain
errormodelv ftatest,40,sen sen act act s1 s2,dataout dataout datain dataout datain dataout datain datain
errormodelv issue,22,s1 s2,datain datain
errormodelv nestedcomposite nestedstate,40,mybus sensor sensor actuator mem voter thr thr cpu,valueout valueout effect valuein valuein valuein valueout valuein valuein valueout valuein valuein valueout
errormodelv optimizetree top,23,sub sub sub sub sub sub,inport outport
errormodelv propagationpointfeaturetest commonsource,40,s0 s1 a0 c0,valueout valueout observation valuein valuein valuein valueout
errormodelv propagationpointstest commonsource,40,s0 s1 a0 c0,valueout valueout valuein valuein valuein valueout
errormodelv redundant main compositesametype,40,mybus sensor sensor actuator mem voter thr cpu,externaleffect valueout valueout actionout valuein valuein valuein valueout valuein valuein valueout
errormodelv redundant main connection,40,mybus sensor sensor actuator mem voter thr cpu,externaleffect valueout valueout actionout valuein valuein valuein valueout valuein valuein valueout
errormodelv redundant main transition,40,mybus sensor sensor actuator mem voter thr cpu,externaleffect valueout valueout actionout valuein valuein valuein valueout valuein valuein valueout
errormodelv redundant compositestate,40,mybus sensor sensor actuator mem voter thr cpu,valueout valueout effect valuein valuein valuein valueout valuein valuein valueout
faceaadl connectedclient integration model integrationmodel,37,viewsource viewsink uopinstance platformspecificcomponent thread,output input conn request conn response conn request conn response
faceaadl connectedclient integration model integrationmodel,37,viewsource viewsink uopinstance platformspecificcomponent thread,output input conn request conn response conn request conn response
faceaadl connectedserver integration model integrationmodel,37,viewsource viewsink uopinstance platformspecificcomponent thread,output input conn request conn response conn request conn response
faceaadl connectedserver integration model integrationmodel,37,viewsource viewsink uopinstance platformspecificcomponent thread,output input conn request conn response conn request conn response
faceaadl descriptiononintegrationmodel integration model im,37,converter ft transporter altitude sensor altitude sensor thread autopilot autopilot thread channel,input output input output altitude output altitude output altitude input altitude input
faceaadl descriptiononintegrationmodel integration model im,37,converter ft transporter altitude sensor altitude sensor thread autopilot autopilot thread channel,input output input output altitude output altitude output altitude input altitude input
faceaadl duplicatenodenames integration model im,37,duplicate unique name duplicate unique name altitude sensor altitude sensor thread autopilot autopilot thread channel,input output input output altitude output altitude output altitude input altitude input
faceaadl duplicatenodenames integration model im,37,duplicate unique name duplicate unique name altitude sensor altitude sensor thread autopilot autopilot thread channel,input output input output altitude output altitude output altitude input altitude input
faceaadl filteringnoflows integration model selectedintegrationmodel,37,source sink pcsinstance usedpcs thread,output input port request port response port request port response
faceaadl filteringnoflows integration model selectedintegrationmodel,37,source sink pcsinstance usedpcs thread,output input port request port response port request port response
faceaadl filteringplatformonly integration model selectedintegrationmodel,37,source sink pcsinstance usedpcs thread,output input port request port response port request port response
faceaadl filteringplatformonly integration model selectedintegrationmodel,37,source sink pcsinstance usedpcs thread,output input port request port response port request port response
faceaadl filtering integration model selectedintegrationmodel,37,source sink pcsinstance usedpcs thread,output input port request port response port request port response
faceaadl filtering integration model selectedintegrationmodel,37,source sink pcsinstance usedpcs thread,output input port request port response port request port response
faceaadl mergedthreeinseries integration model merged integration model,37,b transporter b c transporter thread b b thread c c thread channel,input output input output output output input output input output input input
faceaadl mergedthreeinseries integration model merged integration model,37,b transporter b c transporter thread b b thread c c thread channel,input output input output output output input output input output input input
faceaadl mergedwithcycle integration model merged integration model,37,b transporter b c transporter c transporter thread thread b b thread c c thread channel,input output input output input output output output input input input output input output input output input output
faceaadl mergedwithcycle integration model merged integration model,37,b transporter b c transporter c transporter thread thread b b thread c c thread channel,input output input output input output output output input input input output input output input output input output
faceaadl mergedwithdescription integration model merged integration model,37,b transporter b c transporter thread b b thread c c thread channel,input output input output output output input output input output input input
faceaadl mergedwithdescription integration model merged integration model,37,b transporter b c transporter thread b b thread c c thread channel,input output input output output output input output input output input input
faceaadl mergedwithuuid integration model merged integration model,37,b transporter b c transporter thread b b thread c c thread channel,input output input output output output input output input output input input
faceaadl mergedwithuuid integration model merged integration model,37,b transporter b c transporter thread b b thread c c thread channel,input output input output output output input output input output input input
faceaadl mergingintegrationmodels integration model merged integration model,37,converter ft transporter altitude sensor altitude sensor thread autopilot autopilot thread channel,input output input output altitude output altitude output altitude input altitude input
faceaadl mergingintegrationmodels integration model merged integration model,37,converter ft transporter altitude sensor altitude sensor thread autopilot autopilot thread channel,input output input output altitude output altitude output altitude input altitude input
faceaadl mergingthreeintegrationmodels integration model merged integration model,37,converter ft transporter altitude sensor altitude sensor thread autopilot autopilot thread channel,input output input output altitude output altitude output altitude input altitude input
faceaadl mergingthreeintegrationmodels integration model merged integration model,37,converter ft transporter altitude sensor altitude sensor thread autopilot autopilot thread channel,input output input output altitude output altitude output altitude input altitude input
faceaadl multiplemergedunits integration model merged integration model,37,b transporter thread b b thread channel,input output output output input input
faceaadl multiplemergedunits integration model merged integration model,37,b transporter thread b b thread channel,input output output output input input
faceaadl multiplemergedunits integration model merged integration model,37,c transporter c c thread thread,input output output output input input
faceaadl multiplemergedunits integration model merged integration model,37,c transporter c c thread thread,input output output output input input
faceaadl multiplemergedunits integration model merged integration model,37,e f transporter e e thread f f thread,input output output output input input
faceaadl multiplemergedunits integration model merged integration model,37,e f transporter e e thread f f thread,input output output output input input
faceaadl noflows integration model im,37,converter ft transporter altitude sensor altitude sensor thread autopilot autopilot thread channel,input output input output altitude output altitude output altitude input altitude input
faceaadl noflows integration model im,37,converter ft transporter altitude sensor altitude sensor thread autopilot autopilot thread channel,input output input output altitude output altitude output altitude input altitude input
faceaadl translatordemo integration model im,37,converter ft transporter altitude sensor altitude sensor thread autopilot autopilot thread channel,input output input output altitude output altitude output altitude input altitude input
faceaadl translatordemo integration model im,37,converter ft transporter altitude sensor altitude sensor thread autopilot autopilot thread channel,input output input output altitude output altitude output altitude input altitude input
faceaadl uuidplatformonly integration model integrationmodel,37,viewsource viewsink portablecomponentinstance portablecomponent thread channel,output input input output input output
faceaadl uuidplatformonly integration model integrationmodel,37,viewsource viewsink portablecomponentinstance portablecomponent thread channel,output input input output input output
faceaadl uuid integration model integrationmodel,37,viewsource viewsink portablecomponentinstance portablecomponent thread channel,output input input output input output
faceaadl uuid integration model integrationmodel,37,viewsource viewsink portablecomponentinstance portablecomponent thread channel,output input input output input output
faceaadl viewsink integration model integrationmodel,37,viewsink uopinstance platformspecificcomponent thread,input conn conn
faceaadl viewsink integration model integrationmodel,37,viewsink uopinstance platformspecificcomponent thread,input conn conn
faceaadl viewsource integration model integrationmodel,37,viewsource uopinstance platformspecificcomponent thread,output conn conn
faceaadl viewsource integration model integrationmodel,37,viewsource uopinstance platformspecificcomponent thread,output conn conn
faulttolerancechecker simple thermostat th,40,s1 s2,current temperature current temperature
fitlife fitbit controllor,40,battery bluetooth memo cpu,hr step vibrate show bluetoothport power btdatain btdataout datain btout sensing hr sensing step screendata switch dataout battery level
fitlife fitbit wristband device,40,heartratetracker acc vib screen controllor,bluet heartbeat counter switch screenin hr step vibrate show bluetoothport
fitlife phonestation controllor,9,cpu bluetooth memo,screenout screenin bluetoothportout bluetoothportin memorydataout memorydatain screendataout screenkeyboardin bluetoothout bluetoothin btdatain btdataout btportin btportout datain dataout
fitlife phonestation phonestation device,9,screen controllor,bluetout bluetin screenin screenkeyborad screenout screenin bluetoothportout bluetoothportin
forum baggageuc uc,22,cloud m1 m2 m3 m4 m5 m6 m7 m8 p1 p2 p3 p4 p5 p6 p7 p8 p9 p p p tr tr tr tr sw sw sw n1 n2 a1 a2,tsn power power power power power power power power tsn tsn tsn tsn tsn tsn tsn tsn tsn tsn tsn tsn tsn tsn tsn tsn tsn tsn tsn tsn tsn tsn tsn tsn tsn tsn tsn tsn tsn tsn tsn tsn tsn tsn tsn tsn tsn tsn tsn tsn tsn tsn tsn power power power power tsn power power power power tsn tsn tsn
forum baseline communicationmodule,19,hardware pcibus swtitch terminal ram cpu software o communicationapp,profibus pci power rj pci expci inpci pci pci
forum baseline controlmodule,19,hardware pcibus ad terminal ram cpu software o controlapp,pci io power pci io expci inpci pci pci
forum baseline operationmodule,19,hardware pcibus terminal ram storage cpu software o modecontrolapp managementapp monitoringapp,pci hmi power expci inpci pci pci pci
forum component actuator a1,19,application cpu,enet fieldbus pci
forum component sensor s1,19,application thr cpu,enet fieldbus sensing data sensing data pci
forum fcpbase drive,40,fogsoftwareplatform hypervisor virtuallink partition rtos appservices appsupport resourcemanagement nodediscovery gateway localresourceschedulerintrapartition partitionmonitor taskmonitor application communicationapp partition rtos appservices appsupport resourcemanagement nodediscovery gateway localresourceschedulerintrapartition partitionmonitor taskmonitor application operationapp modecontrolapp managementapp monitoringapp partition rtos appservices appsupport resourcemanagement nodediscovery gateway localresourceschedulerintrapartition partitionmonitor taskmonitor application controlapp partition nodeconfiguration controlconfiguration schedulingconfiguration tsngclgonfiguration safetyconfiguration securityconfiguration appsupport resourcemanagement nodediscovery gateway localresourceschedulerintrapartition partitionmonitor taskmonitor nodemanagement partitionmanagement localresourcemanagement localresourceschedulerinterpartition coremonitor safetymanagement securitymanagement foghardwareplatform pci ad ram storage cpu cache core core core core tsncard powermodule,tsn sourcepower sinkpower interface interface link link link link link gettaskmessage forwardtaskmessage bidsmessages appadvertisementmessages sendapplicationdeployment sendbids applicationmodel getneighborhood deploymentapplicationmodel receivebid sendbid discoveryapi neighbor contactnode neighborhood receivemessage sendmessage outdata link gettaskmessage forwardtaskmessage bidsmessages appadvertisementmessages sendapplicationdeployment sendbids applicationmodel getneighborhood deploymentapplicationmodel receivebid sendbid discoveryapi neighbor contactnode neighborhood receivemessage sendmessage outdata indata link gettaskmessage forwardtaskmessage bidsmessages appadvertisementmessages sendapplicationdeployment sendbids applicationmodel getneighborhood deploymentapplicationmodel receivebid sendbid discoveryapi neighbor contactnode neighborhood receivemessage sendmessage outdata indata interface link applicationmodel resourcemodel streammodel gcl partitiontable scheduletable getappmodel getresourcemodel getstreammodel gcl scheduletable partitiontable cpuresources appmodel scheduletable partitiontable networkmodel streammodel gcl applicationmodel resourcemodel streammodel gcl partitiontable scheduletable applicationmodel resourcemodel streammodel gcl partitiontable scheduletable gettaskmessage forwardtaskmessage bidsmessages appadvertisementmessages sendapplicationdeployment sendbids applicationmodel getneighborhood deploymentapplicationmodel receivebid sendbid discoveryapi neighbor contactnode neighborhood receivemessage sendmessage partitionalive scheduleinterpartition partitionalive partitionfailure power interface tsn tsn tsn tsn wifi display io pci io pci pci pci power pci pci enet enet enet enet power io power sinkpower
homeautomationaadl homeautomation ha,36,humid sensor update temp sensor update window update termostat update ha control algorithm cpu cpu cpu cpu cpu,targettemp targethumid invalue value value value invalue value value value tempvalue cmd cmd act tempvalue cmd cmd act set targettemp set targethumid tempvalue humidvalue windowcmd termostatcmd windowcmd termostatcdm temp humid
hybridsynchaadl dronecontrol dronecontrol,6,droneproc dronethread offsetx offsety refvx refvy,currx curry currvx currvy inx iny invx invy outx outy outvx outvy accx accy refx refy refvx refvy currx curry currvx currvy inx iny invx invy outx outy outvx outvy accx accy refx refy refvx refvy currx curry currvx currvy inx iny invx invy outx outy outvx outvy accx accy refx refy refvx refvy
hybridsynchaadl dronecontrol dronecontrol,6,ctrlproc cthread close,ix iy ox oy cx cy vx vy ix iy ox oy cx cy vx vy ix iy ox oy cx cy vx vy
hybridsynchaadl drone drone,6,ctrl ctrlproc cthread close env x velx vely,ix iy ox oy ix iy ox oy cx cy vx vy ix iy ox oy cx cy vx vy ix iy ox oy cx cy vx vy cx cy vx vy
hybridsynchaadl environment environment,6,x dotx doty dotdotx dotdoty,currx curry currvx currvy accx accy
hybridsynchaadl environment environment,6,x velx vely,cx cy vx vy
hybridsynchaadl fourdronessystem fourdronessystem,6,dr ctrl ctrlproc cthread close env x velx vely dr ctrl ctrlproc cthread close env x velx vely dr ctrl ctrlproc cthread close env x velx vely dr ctrl ctrlproc cthread close env x velx vely,ix iy ox oy ix iy ox oy cx cy vx vy ix iy ox oy cx cy vx vy ix iy ox oy cx cy vx vy cx cy vx vy ix iy ox oy ix iy ox oy cx cy vx vy ix iy ox oy cx cy vx vy ix iy ox oy cx cy vx vy cx cy vx vy ix iy ox oy ix iy ox oy cx cy vx vy ix iy ox oy cx cy vx vy ix iy ox oy cx cy vx vy cx cy vx vy ix iy ox oy ix iy ox oy cx cy vx vy ix iy ox oy cx cy vx vy ix iy ox oy cx cy vx vy cx cy vx vy
hybridsynchaadl refdrone refdrone formation,6,refproc refthread nx ny,outx outy outvx outvy currx curry currvx currvy accx accy outx outy outvx outvy currx curry currvx currvy accx accy outx outy outvx outvy currx curry currvx currvy accx accy
iplprojects map map,31,l1 l2 l3 l4 l5 l6 l7 l8 l,edge edge edge edge edge edge edge edge edge
iplprojects map map,31,l1 l2 l3 l4 l5 l6 l7 l8 l,edge edge edge edge edge edge edge edge edge
iplprojects map map,31,l1 l2 l3 l4 l5 l6 l7 l8 l,edge edge edge edge edge edge edge edge edge
iplprojects map map,31,l1 l2 l3 l4 l5 l6 l7 l8 l,edge edge edge edge edge edge edge edge edge
iplprojects mapa map,31,l1 l2 l3 l4 l5 l6 l7 l c1 c2 c3 c4,edge edge edge edge edge edge edge edge edge edge edge edge
iplprojects mapb map,31,l1 l2 l3 l4 l5 l6 l7 l c1 c2 c3 c4,edge edge edge edge edge edge edge edge edge edge edge edge
isolette isolette heat source heat source,43,heatsource skinsensor,current temperature value status heat control heat heat control heat heat control heat
isolette isolette heat source heat source device,21,bus heat source configuration checker checker controller processor ram,heat heat current temperature heat configuration heat source bus access current temperature heat heat configuration current temperature heat heat offler heat offler heat configuration bus access
itu example itu software itu,17,pc sg e eo ft,parsecmd busint parsecmd data parsecmd datafromctu parsecmd sgncc parsecmd eslc parsecmd eonoff parsecmd fretime parsecmd data sgncc datatogncc faultcheck mf parsecmd sgncc parsecmd data eslc slccmd parsecmd eslc parsecmd data eonoff onoffcmd parsecmd eonoff parsecmd data fretime lcltime fretime togncc parsecmd fretime
