Model,Component,Feature,ConnectionInstance
modelagemaadl resourcebudgets dc singletier,dca hw canbus pci ram cpu,power canbusaccess sensorin sensorin actuatorout sensorin sensorin actuatorout power canbusaccess power power power pci power cb pci,canbus cpucb pci cpupci cpucb canbus cpupci pci power hwcpupower power hwrampower power hwcanbuspower canbusaccess hwcanbus sensorin dcasensorin sensorin dcasensorin dcaactuatorout actuatorout hwcanbus canbusaccess
modelagemaadl resourcebudgets dc singletier,dca hw canbus pci ram cpu,power canbusaccess sensorin sensorin actuatorout sensorin sensorin actuatorout power canbusaccess power power power pci power cb pci,canbus cpucb pci cpupci cpucb canbus cpupci pci power hwcpupower power hwrampower power hwcanbuspower canbusaccess hwcanbus sensorin dcasensorin sensorin dcasensorin dcaactuatorout actuatorout hwcanbus canbusaccess
modelagemaadl resourcebudgets dc singletier,dca hw canbus pci ram cpu,power canbusaccess sensorin sensorin actuatorout sensorin sensorin actuatorout power canbusaccess power power power pci power cb pci,canbus cpucb pci cpupci cpucb canbus cpupci pci power hwcpupower power hwrampower power hwcanbuspower canbusaccess hwcanbus sensorin dcasensorin sensorin dcasensorin dcaactuatorout actuatorout hwcanbus canbusaccess
modelagemaadl resourcebudgets dc singletier,hw canbus pci ram cpu dca iop sense sense actuate app filter control,power canbusaccess sensorin sensorin actuatorout power canbusaccess power power power pci power cb pci sensorin sensorin actuatorout sensorin senseout sensorin senseout controlin actuatorout signalout signalin signalout signalin controlin actuate samplingin samplingin controlout sensorraw sensorraw sensorfiltered sensorfiltered actuatesensor,canbus cpucb pci cpupci cpucb canbus cpupci pci filtersensorfiltered controlsensorfiltered iopsensesignalout appfiltersensorraw iopsensesignalout appfiltersensorraw iopsensesignalout appsamplingin appcontrolactuatesensor iopactuatecontrolin power hwcpupower power hwrampower power hwcanbuspower canbusaccess hwcanbus sensorin dcaiopsensesignalin sensorin dcaiopsensesignalin hwcanbus canbusaccess dcaactuatorout actuatorout
modelagemaadl resourcebudgets dc singletier,hw canbus pci ram cpu dca iop sense sense actuate app filter control,power canbusaccess sensorin sensorin actuatorout power canbusaccess power power power pci power cb pci sensorin sensorin actuatorout sensorin senseout sensorin senseout controlin actuatorout signalout signalin signalout signalin controlin actuate samplingin samplingin controlout sensorraw sensorraw sensorfiltered sensorfiltered actuatesensor,canbus cpucb pci cpupci cpucb canbus cpupci pci filtersensorfiltered controlsensorfiltered iopsensesignalout appfiltersensorraw iopsensesignalout appfiltersensorraw iopsensesignalout appsamplingin appcontrolactuatesensor iopactuatecontrolin power hwcpupower power hwrampower power hwcanbuspower canbusaccess hwcanbus sensorin dcaiopsensesignalin sensorin dcaiopsensesignalin hwcanbus canbusaccess dcaactuatorout actuatorout
modelagemaadl resourcebudgets dc singletier,hw canbus pci ram cpu dca iop sense sense actuate app filter control,power canbusaccess sensorin sensorin actuatorout power canbusaccess power power power pci power cb pci sensorin sensorin actuatorout sensorin senseout sensorin senseout controlin actuatorout signalout signalin signalout signalin controlin actuate samplingin samplingin controlout sensorraw sensorraw sensorfiltered sensorfiltered actuatesensor,canbus cpucb pci cpupci cpucb canbus cpupci pci filtersensorfiltered controlsensorfiltered iopsensesignalout appfiltersensorraw iopsensesignalout appfiltersensorraw iopsensesignalout appsamplingin appcontrolactuatesensor iopactuatecontrolin power hwcpupower power hwrampower power hwcanbuspower canbusaccess hwcanbus sensorin dcaiopsensesignalin sensorin dcaiopsensesignalin hwcanbus canbusaccess dcaactuatorout actuatorout
modelagemaadl resourcebudgets mysystem tier,epsu grid sc sensor sensor actuator dc dca hw,supplier supplier consumer power power sensorout canbusaccess power sensorout canbusaccess power actuatorin canbusaccess power canbusaccess sensorin sensorin actuatorout sensorin sensorin actuatorout power canbusaccess,sensorsensorout dcsdcasensorin sensorcanbusaccess dcshwcanbusaccess sensorsensorout dcsdcasensorin sensorcanbusaccess dcshwcanbusaccess actuatorcanbusaccess dcshwcanbusaccess dcsdcaactuatorout actuatoractuatorin dcshwcanbusaccess sensorcanbusaccess dcshwcanbusaccess sensorcanbusaccess dcshwcanbusaccess actuatorcanbusaccess epsusupplier gridsupplier gridconsumer scsdcshwpower gridconsumer scssensorpower gridconsumer scssensorpower gridconsumer scsactuatorpower
modelagemaadl resourcebudgets mysystem tier,epsu grid sc sensor sensor actuator dc dca hw,supplier supplier consumer power power sensorout canbusaccess power sensorout canbusaccess power actuatorin canbusaccess power canbusaccess sensorin sensorin actuatorout sensorin sensorin actuatorout power canbusaccess,sensorsensorout dcsdcasensorin sensorcanbusaccess dcshwcanbusaccess sensorsensorout dcsdcasensorin sensorcanbusaccess dcshwcanbusaccess actuatorcanbusaccess dcshwcanbusaccess dcsdcaactuatorout actuatoractuatorin dcshwcanbusaccess sensorcanbusaccess dcshwcanbusaccess sensorcanbusaccess dcshwcanbusaccess actuatorcanbusaccess epsusupplier gridsupplier gridconsumer scsdcshwpower gridconsumer scssensorpower gridconsumer scssensorpower gridconsumer scsactuatorpower
modelagemaadl resourcebudgets mysystem tier,epsu grid sc sensor sensor actuator dc dca hw,supplier supplier consumer power power sensorout canbusaccess power sensorout canbusaccess power actuatorin canbusaccess power canbusaccess sensorin sensorin actuatorout sensorin sensorin actuatorout power canbusaccess,sensorsensorout dcsdcasensorin sensorcanbusaccess dcshwcanbusaccess sensorsensorout dcsdcasensorin sensorcanbusaccess dcshwcanbusaccess actuatorcanbusaccess dcshwcanbusaccess dcsdcaactuatorout actuatoractuatorin dcshwcanbusaccess sensorcanbusaccess dcshwcanbusaccess sensorcanbusaccess dcshwcanbusaccess actuatorcanbusaccess epsusupplier gridsupplier gridconsumer scsdcshwpower gridconsumer scssensorpower gridconsumer scssensorpower gridconsumer scsactuatorpower
modelagemaadl resourcebudgets mysystem tier,epsu grid sc sensor sensor actuator dc hw canbus pci ram cpu dca iop sense sense actuate app filter control,supplier supplier consumer power power sensorout canbusaccess power sensorout canbusaccess power actuatorin canbusaccess power canbusaccess sensorin sensorin actuatorout power canbusaccess power power power pci power cb pci sensorin sensorin actuatorout sensorin senseout sensorin senseout controlin actuatorout signalout signalin signalout signalin controlin actuate samplingin samplingin controlout sensorraw sensorraw sensorfiltered sensorfiltered actuatesensor,canbus cpucb pci cpupci cpucb canbus cpupci pci filtersensorfiltered controlsensorfiltered iopsensesignalout appfiltersensorraw iopsensesignalout appfiltersensorraw iopsensesignalout appsamplingin appcontrolactuatesensor iopactuatecontrolin sensorsensorout dcsdcaiopsensesignalin sensorcanbusaccess dcshwcanbus sensorsensorout dcsdcaiopsensesignalin sensorcanbusaccess dcshwcanbus actuatorcanbusaccess dcshwcanbus dcshwcanbus sensorcanbusaccess dcshwcanbus sensorcanbusaccess dcshwcanbus actuatorcanbusaccess dcsdcaactuatorout actuatoractuatorin epsusupplier gridsupplier gridconsumer scsdcshwcpupower gridconsumer scsdcshwrampower gridconsumer scsdcshwcanbuspower gridconsumer scssensorpower gridconsumer scssensorpower gridconsumer scsactuatorpower
modelagemaadl resourcebudgets mysystem tier,epsu grid sc sensor sensor actuator dc hw canbus pci ram cpu dca iop sense sense actuate app filter control,supplier supplier consumer power power sensorout canbusaccess power sensorout canbusaccess power actuatorin canbusaccess power canbusaccess sensorin sensorin actuatorout power canbusaccess power power power pci power cb pci sensorin sensorin actuatorout sensorin senseout sensorin senseout controlin actuatorout signalout signalin signalout signalin controlin actuate samplingin samplingin controlout sensorraw sensorraw sensorfiltered sensorfiltered actuatesensor,canbus cpucb pci cpupci cpucb canbus cpupci pci filtersensorfiltered controlsensorfiltered iopsensesignalout appfiltersensorraw iopsensesignalout appfiltersensorraw iopsensesignalout appsamplingin appcontrolactuatesensor iopactuatecontrolin sensorsensorout dcsdcaiopsensesignalin sensorcanbusaccess dcshwcanbus sensorsensorout dcsdcaiopsensesignalin sensorcanbusaccess dcshwcanbus actuatorcanbusaccess dcshwcanbus dcshwcanbus sensorcanbusaccess dcshwcanbus sensorcanbusaccess dcshwcanbus actuatorcanbusaccess dcsdcaactuatorout actuatoractuatorin epsusupplier gridsupplier gridconsumer scsdcshwcpupower gridconsumer scsdcshwrampower gridconsumer scsdcshwcanbuspower gridconsumer scssensorpower gridconsumer scssensorpower gridconsumer scsactuatorpower
modelagemaadl resourcebudgets mysystem tier,epsu grid sc sensor sensor actuator dc hw canbus pci ram cpu dca iop sense sense actuate app filter control,supplier supplier consumer power power sensorout canbusaccess power sensorout canbusaccess power actuatorin canbusaccess power canbusaccess sensorin sensorin actuatorout power canbusaccess power power power pci power cb pci sensorin sensorin actuatorout sensorin senseout sensorin senseout controlin actuatorout signalout signalin signalout signalin controlin actuate samplingin samplingin controlout sensorraw sensorraw sensorfiltered sensorfiltered actuatesensor,canbus cpucb pci cpupci cpucb canbus cpupci pci filtersensorfiltered controlsensorfiltered iopsensesignalout appfiltersensorraw iopsensesignalout appfiltersensorraw iopsensesignalout appsamplingin appcontrolactuatesensor iopactuatecontrolin sensorsensorout dcsdcaiopsensesignalin sensorcanbusaccess dcshwcanbus sensorsensorout dcsdcaiopsensesignalin sensorcanbusaccess dcshwcanbus actuatorcanbusaccess dcshwcanbus dcshwcanbus sensorcanbusaccess dcshwcanbus sensorcanbusaccess dcshwcanbus actuatorcanbusaccess dcsdcaactuatorout actuatoractuatorin epsusupplier gridsupplier gridconsumer scsdcshwcpupower gridconsumer scsdcshwrampower gridconsumer scsdcshwcanbuspower gridconsumer scssensorpower gridconsumer scssensorpower gridconsumer scsactuatorpower
modelagemaadl resourcebudgets platform dual,canbus pcibus pc pc,power canbusaccess power power power pci power cb pci power cb pci,power pcpower power pcpower power mpower power canbuspower canbusaccess canbus canbus pccb canbus pccb canbus canbusaccess pcibus pcpci pcibus pcpci pcibus mpci mpci pcibus pccb canbus pcpci pcibus pccb canbus pcpci pcibus
modelagemaadl resourcebudgets platform dual,canbus pcibus pc pc,power canbusaccess power power power pci power cb pci power cb pci,power pcpower power pcpower power mpower power canbuspower canbusaccess canbus canbus pccb canbus pccb canbus canbusaccess pcibus pcpci pcibus pcpci pcibus mpci mpci pcibus pccb canbus pcpci pcibus pccb canbus pcpci pcibus
modelagemaadl resourcebudgets platform dual,canbus pcibus pc pc,power canbusaccess power power power pci power cb pci power cb pci,power pcpower power pcpower power mpower power canbuspower canbusaccess canbus canbus pccb canbus pccb canbus canbusaccess pcibus pcpci pcibus pcpci pcibus mpci mpci pcibus pccb canbus pcpci pcibus pccb canbus pcpci pcibus
modelagemaadl resourcebudgets platform single,canbus pci ram cpu,power canbusaccess power power power pci power cb pci,power cpupower power rampower power canbuspower canbusaccess canbus canbus cpucb canbus canbusaccess pci cpupci cpucb canbus cpupci pci
modelagemaadl resourcebudgets platform single,canbus pci ram cpu,power canbusaccess power power power pci power cb pci,power cpupower power rampower power canbuspower canbusaccess canbus canbus cpucb canbus canbusaccess pci cpupci cpucb canbus cpupci pci
modelagemaadl resourcebudgets platform single,canbus pci ram cpu,power canbusaccess power power power pci power cb pci,power cpupower power rampower power canbuspower canbusaccess canbus canbus cpucb canbus canbusaccess pci cpupci cpucb canbus cpupci pci
modelagemaadl resourcebudgets sc dualtier,sensor sensor actuator dc dca iop sense sense actuate app filter control hw canbus pcibus pc pc,power power sensorout canbusaccess power sensorout canbusaccess power actuatorin canbusaccess power canbusaccess sensorin sensorin actuatorout sensorin sensorin actuatorout sensorin senseout sensorin senseout controlin actuatorout signalout signalin signalout signalin controlin actuate samplingin samplingin controlout sensorraw sensorraw sensorfiltered sensorfiltered actuatesensor power canbusaccess power power power pci power cb pci power cb pci,filtersensorfiltered controlsensorfiltered iopsensesignalout appfiltersensorraw iopsensesignalout appfiltersensorraw iopsensesignalout appsamplingin appcontrolactuatesensor iopactuatecontrolin canbus pccb canbus pccb pcibus pcpci pcibus pcpci pcibus mpci mpci pcibus pccb canbus pcpci pcibus pccb canbus pcpci pcibus power dcshwpcpower power dcshwpcpower power dcshwmpower power dcshwcanbuspower power sensorpower power sensorpower power actuatorpower sensorsensorout dcsdcaiopsensesignalin sensorcanbusaccess dcshwcanbus sensorsensorout dcsdcaiopsensesignalin sensorcanbusaccess dcshwcanbus actuatorcanbusaccess dcshwcanbus dcsdcaactuatorout actuatoractuatorin dcshwcanbus sensorcanbusaccess dcshwcanbus sensorcanbusaccess dcshwcanbus actuatorcanbusaccess
modelagemaadl resourcebudgets sc dualtier,sensor sensor actuator dc dca iop sense sense actuate app filter control hw canbus pcibus pc pc,power power sensorout canbusaccess power sensorout canbusaccess power actuatorin canbusaccess power canbusaccess sensorin sensorin actuatorout sensorin sensorin actuatorout sensorin senseout sensorin senseout controlin actuatorout signalout signalin signalout signalin controlin actuate samplingin samplingin controlout sensorraw sensorraw sensorfiltered sensorfiltered actuatesensor power canbusaccess power power power pci power cb pci power cb pci,filtersensorfiltered controlsensorfiltered iopsensesignalout appfiltersensorraw iopsensesignalout appfiltersensorraw iopsensesignalout appsamplingin appcontrolactuatesensor iopactuatecontrolin canbus pccb canbus pccb pcibus pcpci pcibus pcpci pcibus mpci mpci pcibus pccb canbus pcpci pcibus pccb canbus pcpci pcibus power dcshwpcpower power dcshwpcpower power dcshwmpower power dcshwcanbuspower power sensorpower power sensorpower power actuatorpower sensorsensorout dcsdcaiopsensesignalin sensorcanbusaccess dcshwcanbus sensorsensorout dcsdcaiopsensesignalin sensorcanbusaccess dcshwcanbus actuatorcanbusaccess dcshwcanbus dcsdcaactuatorout actuatoractuatorin dcshwcanbus sensorcanbusaccess dcshwcanbus sensorcanbusaccess dcshwcanbus actuatorcanbusaccess
modelagemaadl resourcebudgets sc dualtier,sensor sensor actuator dc dca iop sense sense actuate app filter control hw canbus pcibus pc pc,power power sensorout canbusaccess power sensorout canbusaccess power actuatorin canbusaccess power canbusaccess sensorin sensorin actuatorout sensorin sensorin actuatorout sensorin senseout sensorin senseout controlin actuatorout signalout signalin signalout signalin controlin actuate samplingin samplingin controlout sensorraw sensorraw sensorfiltered sensorfiltered actuatesensor power canbusaccess power power power pci power cb pci power cb pci,filtersensorfiltered controlsensorfiltered iopsensesignalout appfiltersensorraw iopsensesignalout appfiltersensorraw iopsensesignalout appsamplingin appcontrolactuatesensor iopactuatecontrolin canbus pccb canbus pccb pcibus pcpci pcibus pcpci pcibus mpci mpci pcibus pccb canbus pcpci pcibus pccb canbus pcpci pcibus power dcshwpcpower power dcshwpcpower power dcshwmpower power dcshwcanbuspower power sensorpower power sensorpower power actuatorpower sensorsensorout dcsdcaiopsensesignalin sensorcanbusaccess dcshwcanbus sensorsensorout dcsdcaiopsensesignalin sensorcanbusaccess dcshwcanbus actuatorcanbusaccess dcshwcanbus dcsdcaactuatorout actuatoractuatorin dcshwcanbus sensorcanbusaccess dcshwcanbus sensorcanbusaccess dcshwcanbus actuatorcanbusaccess
modelagemaadl resourcebudgets sc tier,sensor sensor actuator dc dca hw,power power sensorout canbusaccess power sensorout canbusaccess power actuatorin canbusaccess power canbusaccess sensorin sensorin actuatorout sensorin sensorin actuatorout power canbusaccess,power dcshwpower power sensorpower power sensorpower power actuatorpower sensorsensorout dcsdcasensorin sensorcanbusaccess dcshwcanbusaccess sensorsensorout dcsdcasensorin sensorcanbusaccess dcshwcanbusaccess actuatorcanbusaccess dcshwcanbusaccess dcsdcaactuatorout actuatoractuatorin dcshwcanbusaccess sensorcanbusaccess dcshwcanbusaccess sensorcanbusaccess dcshwcanbusaccess actuatorcanbusaccess
modelagemaadl resourcebudgets sc tier,sensor sensor actuator dc dca hw,power power sensorout canbusaccess power sensorout canbusaccess power actuatorin canbusaccess power canbusaccess sensorin sensorin actuatorout sensorin sensorin actuatorout power canbusaccess,power dcshwpower power sensorpower power sensorpower power actuatorpower sensorsensorout dcsdcasensorin sensorcanbusaccess dcshwcanbusaccess sensorsensorout dcsdcasensorin sensorcanbusaccess dcshwcanbusaccess actuatorcanbusaccess dcshwcanbusaccess dcsdcaactuatorout actuatoractuatorin dcshwcanbusaccess sensorcanbusaccess dcshwcanbusaccess sensorcanbusaccess dcshwcanbusaccess actuatorcanbusaccess
modelagemaadl resourcebudgets sc tier,sensor sensor actuator dc dca hw,power power sensorout canbusaccess power sensorout canbusaccess power actuatorin canbusaccess power canbusaccess sensorin sensorin actuatorout sensorin sensorin actuatorout power canbusaccess,power dcshwpower power sensorpower power sensorpower power actuatorpower sensorsensorout dcsdcasensorin sensorcanbusaccess dcshwcanbusaccess sensorsensorout dcsdcasensorin sensorcanbusaccess dcshwcanbusaccess actuatorcanbusaccess dcshwcanbusaccess dcsdcaactuatorout actuatoractuatorin dcshwcanbusaccess sensorcanbusaccess dcshwcanbusaccess sensorcanbusaccess dcshwcanbusaccess actuatorcanbusaccess
modelagemaadl resourcebudgets sc tier,sensor sensor actuator dc dca hw canbus pci ram cpu,power power sensorout canbusaccess power sensorout canbusaccess power actuatorin canbusaccess power canbusaccess sensorin sensorin actuatorout sensorin sensorin actuatorout power canbusaccess power power power pci power cb pci,canbus cpucb pci cpupci cpucb canbus cpupci pci power dcshwcpupower power dcshwrampower power dcshwcanbuspower power sensorpower power sensorpower power actuatorpower sensorsensorout dcsdcasensorin sensorcanbusaccess dcshwcanbus sensorsensorout dcsdcasensorin sensorcanbusaccess dcshwcanbus actuatorcanbusaccess dcshwcanbus dcsdcaactuatorout actuatoractuatorin dcshwcanbus sensorcanbusaccess dcshwcanbus sensorcanbusaccess dcshwcanbus actuatorcanbusaccess
modelagemaadl resourcebudgets sc tier,sensor sensor actuator dc dca hw canbus pci ram cpu,power power sensorout canbusaccess power sensorout canbusaccess power actuatorin canbusaccess power canbusaccess sensorin sensorin actuatorout sensorin sensorin actuatorout power canbusaccess power power power pci power cb pci,canbus cpucb pci cpupci cpucb canbus cpupci pci power dcshwcpupower power dcshwrampower power dcshwcanbuspower power sensorpower power sensorpower power actuatorpower sensorsensorout dcsdcasensorin sensorcanbusaccess dcshwcanbus sensorsensorout dcsdcasensorin sensorcanbusaccess dcshwcanbus actuatorcanbusaccess dcshwcanbus dcsdcaactuatorout actuatoractuatorin dcshwcanbus sensorcanbusaccess dcshwcanbus sensorcanbusaccess dcshwcanbus actuatorcanbusaccess
modelagemaadl resourcebudgets sc tier,sensor sensor actuator dc dca hw canbus pci ram cpu,power power sensorout canbusaccess power sensorout canbusaccess power actuatorin canbusaccess power canbusaccess sensorin sensorin actuatorout sensorin sensorin actuatorout power canbusaccess power power power pci power cb pci,canbus cpucb pci cpupci cpucb canbus cpupci pci power dcshwcpupower power dcshwrampower power dcshwcanbuspower power sensorpower power sensorpower power actuatorpower sensorsensorout dcsdcasensorin sensorcanbusaccess dcshwcanbus sensorsensorout dcsdcasensorin sensorcanbusaccess dcshwcanbus actuatorcanbusaccess dcshwcanbus dcsdcaactuatorout actuatoractuatorin dcshwcanbus sensorcanbusaccess dcshwcanbus sensorcanbusaccess dcshwcanbus actuatorcanbusaccess
modelagemaadl resourcebudgets sc tier,sensor sensor actuator dc hw canbus pci ram cpu dca iop sense sense actuate app filter control,power power sensorout canbusaccess power sensorout canbusaccess power actuatorin canbusaccess power canbusaccess sensorin sensorin actuatorout power canbusaccess power power power pci power cb pci sensorin sensorin actuatorout sensorin senseout sensorin senseout controlin actuatorout signalout signalin signalout signalin controlin actuate samplingin samplingin controlout sensorraw sensorraw sensorfiltered sensorfiltered actuatesensor,canbus cpucb pci cpupci cpucb canbus cpupci pci filtersensorfiltered controlsensorfiltered iopsensesignalout appfiltersensorraw iopsensesignalout appfiltersensorraw iopsensesignalout appsamplingin appcontrolactuatesensor iopactuatecontrolin power dcshwcpupower power dcshwrampower power dcshwcanbuspower power sensorpower power sensorpower power actuatorpower sensorsensorout dcsdcaiopsensesignalin sensorcanbusaccess dcshwcanbus sensorsensorout dcsdcaiopsensesignalin sensorcanbusaccess dcshwcanbus actuatorcanbusaccess dcshwcanbus dcshwcanbus sensorcanbusaccess dcshwcanbus sensorcanbusaccess dcshwcanbus actuatorcanbusaccess dcsdcaactuatorout actuatoractuatorin
modelagemaadl resourcebudgets sc tier,sensor sensor actuator dc hw canbus pci ram cpu dca iop sense sense actuate app filter control,power power sensorout canbusaccess power sensorout canbusaccess power actuatorin canbusaccess power canbusaccess sensorin sensorin actuatorout power canbusaccess power power power pci power cb pci sensorin sensorin actuatorout sensorin senseout sensorin senseout controlin actuatorout signalout signalin signalout signalin controlin actuate samplingin samplingin controlout sensorraw sensorraw sensorfiltered sensorfiltered actuatesensor,canbus cpucb pci cpupci cpucb canbus cpupci pci filtersensorfiltered controlsensorfiltered iopsensesignalout appfiltersensorraw iopsensesignalout appfiltersensorraw iopsensesignalout appsamplingin appcontrolactuatesensor iopactuatecontrolin power dcshwcpupower power dcshwrampower power dcshwcanbuspower power sensorpower power sensorpower power actuatorpower sensorsensorout dcsdcaiopsensesignalin sensorcanbusaccess dcshwcanbus sensorsensorout dcsdcaiopsensesignalin sensorcanbusaccess dcshwcanbus actuatorcanbusaccess dcshwcanbus dcshwcanbus sensorcanbusaccess dcshwcanbus sensorcanbusaccess dcshwcanbus actuatorcanbusaccess dcsdcaactuatorout actuatoractuatorin
modelagemaadl resourcebudgets sc tier,sensor sensor actuator dc hw canbus pci ram cpu dca iop sense sense actuate app filter control,power power sensorout canbusaccess power sensorout canbusaccess power actuatorin canbusaccess power canbusaccess sensorin sensorin actuatorout power canbusaccess power power power pci power cb pci sensorin sensorin actuatorout sensorin senseout sensorin senseout controlin actuatorout signalout signalin signalout signalin controlin actuate samplingin samplingin controlout sensorraw sensorraw sensorfiltered sensorfiltered actuatesensor,canbus cpucb pci cpupci cpucb canbus cpupci pci filtersensorfiltered controlsensorfiltered iopsensesignalout appfiltersensorraw iopsensesignalout appfiltersensorraw iopsensesignalout appsamplingin appcontrolactuatesensor iopactuatecontrolin power dcshwcpupower power dcshwrampower power dcshwcanbuspower power sensorpower power sensorpower power actuatorpower sensorsensorout dcsdcaiopsensesignalin sensorcanbusaccess dcshwcanbus sensorsensorout dcsdcaiopsensesignalin sensorcanbusaccess dcshwcanbus actuatorcanbusaccess dcshwcanbus dcshwcanbus sensorcanbusaccess dcshwcanbus sensorcanbusaccess dcshwcanbus actuatorcanbusaccess dcsdcaactuatorout actuatoractuatorin
ocarina flightcontrolsystem fcs,ic operator gps imu platform node ff nl nf pl pf fl ap cpu rm,po c ic position ic angle acc ic order ic angle position acc po c order angle angle po c po acc c po po acc c acc angle c acc acc angle c angle order position acc acc po ic,ffangle flangle nlacc c placc c nfpos nlpos plangle c flangle c pfacc placc apacc pfacc appos nfpos ic gpsic ic imuic ic platformic ic cpu rmic operatorpos c node anlpos c gpsposition node aapposition imuangle node affangle imuacc node aapacc node aflorder platformorder
ocarina gps interface satellite others,satpos mygps,position observation wakeup position observation wakeup,
ocarina hardware dual processor powerpc,system bus shared memory left right,card connector card connector card connector,
ocarina model main,rtbus layer topsecret layer secret layer unclassified node netif node netif node memory topsecret secret unclassified driver node memory topsecret secret unclassified driver node partition topsecret thr node partition secret thr node partition unclassified thr node partition topsecret node partition secret node partition unclassified node runtime secret runtime topsecret runtime unclassified runtime netif node runtime secret runtime topsecret runtime unclassified runtime netif,bus bus outgoing outgoing outgoing,
ocarina pingpong,pingpong ping pong cpu,output ev input ev,pingoutput ev ponginput ev
ocarina pingpong,subsys pingpong ping pong cpu subsys pingpong ping pong cpu,output ev input ev output ev input ev,pingoutput ev ponginput ev pingoutput ev ponginput ev
ocarina producer consumer pc simple native,bus pr producer pr b consumer cpu,alpha data source beta data sink eth,bus cpueth pr aproducerdata source pr bconsumerdata sink
ocarina radar radar simple,vme aerial rotor monitor ram main receive analyse display transmit control angle cpu,antenna antenna vme motor vme screen vme vme receive pulse get angle screen send pulse receiver receiver receiver analyser controller transmitter display display transmitter transmitter controller controller vme,receivereceiver analysefrom receiver analyseanalyser displaydisplay transmittransmitter analysefrom transmitter control anglecontroller analysefrom controller vme aerialvme vme rotorvme vme monitorvme vme cpuvme vme ramvme aerialantenna mainreceivereceiver rotormotor maincontrol anglecontroller maindisplaydisplay monitorscreen maintransmittransmitter aerialantenna
ocarina,pc part,bustype pp,pc partpp bustype
ocarina integrated,,b b,sb sb
ocarina system,process process,fg dport edport eport datap sp spg fg dport edport eport datap sp spg,processfg processfg processdport processdport processedport processedport processeport processeport processdatap processdatap processsp processsp processspg processspg
ocarina system,,e e e e,se se se se
ocarina system one,p,e e,pe e
ocarina system three,p,e e e e,e pe pe e
ocarina system two,p,e e,e pe
ocarina testfeaturegroup top,,fg f f fg f f,sfgf sfgf sfgf sfgf sfgf sfgf sfgf sfgf
ocarina test xml connection main,b p p,b port port port port port port port port port port port port,tout port tin port tout port tin port b db db b ptout port ptin port
ocarina test carext,powertrain exhaustsystem,exhaustoutput exhaustmanifold,
ocarina test carrt,powertrain exhaustsystem,exhaustoutput exhaustmanifold,
ocarina test order deployment,p,port port,
ocarina test,bus part,rba,partrba bus
ocarina,b,outp inp,aoutp binp
ocarina,b,outp inp,aoutp binp
ocarina vehicle root,vehicle speed controller position controller airbag controller direction controller,vehicle cmd input speed command position command airbag command direction command command data engage disengage command data engage disengage command data engage disengage command data engage disengage,
ocarina vehicle vehicle standard,speed controller position controller airbag controller direction controller,vehicle cmd input speed command position command airbag command direction command command data engage disengage command data engage disengage command data engage disengage command data engage disengage,
oqarina car car,process process b process c cpu cpu b cpu c,,tm tm process atm process btm process btm process atm process btm process ctm
parkingproject parking system parking simple,vme camera camera gate gate inductive loop inductive loop gate loop gate loop check board parking slot parking slot parking slot ram main inductive loop thread plate data thread car passed entry thread car parked thread car moved thread inductive loop thread calculate price open gate thread car passed exit thread cpu,plate data recognise plate plate data event vme plate data recognise plate plate data event vme open gate close gate open gate close gate car loop car loop car loop car loop parking price parking paid vme open slot vme car car car car car car vme plate data plate data parking price open slot open gate open gate car loop car loop recognise plate recognise plate parking paid car gate loop car gate loop close gate close gate car car plate data event plate data event car loop recognize plate plate data plate data event open gate car loop close gate slot number car parked slot number car moved car loop recognize plate plate number calculated price plate number event parking paid open gate car loop close gate vme,vme camera invme vme camera outvme vme check outvme vme ramvme vme cpuvme vme boardvme camera inplates data mainplates data threadplates data camera inplates data event maincalculate priceplate number event camera outplates data maincalculate priceplate number camera outplates data event mainplates data threadplates data event inductive loop incar loop maininductive loop threadcar loop inductive loop outcar loop maininductive loop threadcar loop gate loop incar loop maincar passed entry threadcar loop gate loop outcar loop maincar passed exit threadcar loop check outparking paid mainopen gate threadparking paid parking slotcar maincar parked threadcar parked parking slotcar maincar moved threadcar moved parking slotcar maincar parked threadcar parked parking slotcar maincar moved threadcar moved parking slotcar maincar moved threadcar moved parking slotcar maincar moved threadcar moved maininductive loop threadrecognize plate camera inrecognise plate mainplates data threadopen gate gate inopen gate maincar passed entry threadclose gate gate inclose gate maincar parked threadslots number boardopen slot maincar moved threadslots number boardopen slot maininductive loop threadrecognize plate camera outrecognise plate maincalculate pricecalculated price check outparking price mainopen gate threadopen gate gate outopen gate maincar passed exit threadclose gate gate outclose gate
polyorb hi ada dextended probe native,bus eth eth gnc tmtc po po data field gnc th tmtc th gc ground th p p,port update read data source gnc po tmtc po port data sink eth eth,po data gnc thgnc po po data tmtc thtmtc po
polyorb hi ada dclocal delayed connection native,node sender receiver cpu,data source n cycle data sink n cycle,senderdata source receiverdata sink sendern cycle receivern cycle
polyorb hi ada flowlatencysampleddata application allperiodicsampled,sense actuate compute tstep compute tstep compute tstep,db outed devbus ined devbus ined outed ined outed ined outed ined outed ined outed ined outed,senseouted computetstepined computetstepouted computetstepined computetstepouted computetstepined computetstepouted actuateined
polyorb hi ada hw leon case study leon,b wom regular producer call producer external event server activation log reader in cpu cpu,external interrupt depository additional workload handle external interrupt additional workload depository external interrupt external interrupt depository external interrupt depository signal eth eth,
