Model,Cluster,Component,Feature
aps communication architecture aps apscommunication 1,27,"internetmodule , rccapsmodule , trafficmodule , emergencycontrolmodule , switch corecommunication , switch backup corecommunication , primarywanloadbalancer , secondarywanloadbalancer , asc , asc , colavandssitaw , asc process , asc ids , asc discover , asc cda , asc cp , asc cam , asc mv , asc ss , asc vm , asc dk , nicteaming , networkandsystemmanagement , nicteaming , uam , connectivitymanager process , ni , tpc , trc , qosc , nmt , nsu , nsm , nsc , ndbc , digitallogbook , is3ms , nicteaming , siem , asc backup , colavandssitaw backup , asc process , asc ids , asc discover , asc cda , asc cp , asc cam , asc mv , asc ss , asc vm , asc dk , nicteaming , networkandsystemmanagement backup , nicteaming , uam , connectivitymanager process , ni , tpc , trc , qosc , nmt , nsu , nsm , nsc , ndbc , digitallogbook , is3ms backup , nicteaming , siem , machinerysystem , iocard1 , iocard2 , azimuththruster1 , azimuththruster2 , azimuththruster3 , azimuththruster4 , navigationsystem , lidar1 , lidar2 , radar1 , radar2 , radar3 , eo1 , eo2 , eo3 , domecamera1 , ircamera1 , spu1 , spu2 , spu3 , radar5 , spu5 , spu4 , eo4 , lidar4 , lidar3 , eo5 , radar4 , senseorswitch , gnss imu , gnss security , gnss ids , rtk uhf , gnssreceiver1 , senseorswitch backup , gnssreceiver2 , gnss imu backup , gnss security , gnss ids , safetysystem , generaliomodule1 , userpanel1 , alarm1 , lantern1 , anchordrop1 , horn1 , bms , emergencybuttontransmitter , epb , emergencycommunicationmodule , ids1 , ids2","internetaccess , aiscommunication , rcccommunication , radiocommunication , uhfpositioncorrection , gnsssignal , mobilecommunication , uplinkdownlinkport , managementport , eth1 , eth2 , controlport , eth1 , eth2 , wirelessport , controlport , dataport , navdataport , gnsssignal , controlport , eth1 , eth2 , eth3 , eth4 , wirelessport , eth1 , eth2 , eth3 , eth4 , eth5 , eth6 , eth7 , eth8 , eth9 , eth10 , eth11 , eth12 , eth13 , eth14 , eth15 , eth16 , eth17 , eth18 , eth19 , eth20 , redundancyport , eth1 , eth2 , eth3 , eth4 , eth5 , eth6 , eth7 , eth8 , eth9 , eth10 , eth11 , eth12 , eth13 , eth14 , eth15 , eth16 , eth17 , eth18 , eth19 , eth20 , redundancyport , primarywan , secondarywan , eth1 , eth2 , eth3 , eth4 , eth5 , eth6 , eth7 , eth8 , redundancyport , primarywan , secondarywan , eth1 , eth2 , eth3 , eth4 , eth5 , eth6 , eth7 , eth8 , redundancyport , colavandssitaw main1 , colavandssitaw main2 , colavandssitaw backup1 , colavandssitaw backup2 , ec , nsm main1 , nsm main2 , nsm backup1 , nsm backup2 , is3ms main1 , is3ms main2 , is3ms backup1 , is3ms backup2 , colavandssitaw primary , colavandssitaw secondary , networkandsystemmanagement primary , networkandsystemmanagement secondary , is3ms primar , is3ms secondary , eth1 , eth2 , dataport , emergencydataport , dataport , maindataport , maindataport , backupdataport , maindataport , backupdataport , maindataport , maindataport , backupdataport , maindataport , maindataport , maindataport , veth1 , veth2 , teamedeth , eth1 , eth2 , veth1 , veth2 , teamedeth , dataport , dataport , dataport , et1 , et2 , veth1 , veth2 , teamedeth , dataport , colavandssitaw backup primary , colavandssitaw backup secondary , networkandsystemmanagement backup primary , networkandsystemmanagement backup secondary , is3ms backup primar , is3ms backup secondary , emergencycontrolport , eth1 , eth2 , emergencyport , dataport , emergencydataport , dataport , maindataport , maindataport , backupdataport , maindataport , backupdataport , maindataport , maindataport , backupdataport , maindataport , maindataport , maindataport , veth1 , veth2 , teamedeth , eth1 , eth2 , veth1 , veth2 , teamedeth , dataport , dataport , dataport , et1 , et2 , veth1 , veth2 , teamedeth , dataport , maindataport1 , maindataport2 , backupdataport1 , backupdataport2 , signalport1 , signalport2 , eth1 , eth2 , signalport1 , signalport2 , eth1 , eth2 , signalport , signalport , signalport , signalport , maindataport1 , maindataport2 , maindataport3 , maindataport4 , backupdataport1 , backupdataport2 , backupdataport3 , backupdataport4 , positioncorrectionport , gnsssignal , controlport , dataport , controlport , dataport , controlport , dataport , controlport , dataport , controlport , dataport , controlport , dataport , controlport , dataport , controlport , dataport , controlport , dataport , controlport , dataport , eth1 , eth2 , eth3 , eth4 , eth5 , eth6 , eth1 , eth2 , eth3 , eth4 , eth5 , eth6 , eth1 , eth2 , eth3 , eth4 , eth5 , eth6 , controlport , dataport , eth1 , eth2 , eth3 , eth4 , eth5 , eth6 , eth1 , eth2 , eth3 , eth4 , eth5 , eth6 , controlport , dataport , controlport , dataport , controlport , dataport , controlport , dataport , controlport , dataport , eth1 , eth2 , eth3 , eth4 , eth5 , eth6 , eth7 , eth8 , rtk uhf datain , gnsssignalin , eth1 , eth2 , dataport , dataport , dataout , positioncorrectiondata , dataport , incoming , eth1 , eth2 , eth3 , eth4 , eth5 , eth6 , eth7 , eth8 , dataport , incoming , rtk uhf datain , gnsssignalin , eth1 , eth2 , dataport , dataport , maindataport , backupdataport , input1 , output1 , output2 , output3 , output4 , eth1 , eth2 , output , input , input , input , input , maindataport , backupdataport , emergencysignal , buttonpressed , emergencysignalin , emergencysignalout , eth1 , eth2 , eth1 , eth2"
aps communication architecture aps asc backup 1,4,"colavandssitaw backup , asc process , asc ids , asc discover , asc cda , asc cp , asc cam , asc mv , asc ss , asc vm , asc dk , nicteaming , networkandsystemmanagement backup , nicteaming , uam , connectivitymanager process , ni , tpc , trc , qosc , nmt , nsu , nsm , nsc , ndbc , digitallogbook , is3ms backup , nicteaming , siem","colavandssitaw backup primary , colavandssitaw backup secondary , networkandsystemmanagement backup primary , networkandsystemmanagement backup secondary , is3ms backup primar , is3ms backup secondary , emergencycontrolport , eth1 , eth2 , emergencyport , dataport , emergencydataport , dataport , maindataport , maindataport , backupdataport , maindataport , backupdataport , maindataport , maindataport , backupdataport , maindataport , maindataport , maindataport , veth1 , veth2 , teamedeth , eth1 , eth2 , veth1 , veth2 , teamedeth , dataport , dataport , dataport , et1 , et2 , veth1 , veth2 , teamedeth , dataport"
aps communication architecture aps asc 1,26,"asc , colavandssitaw , asc process , asc ids , asc discover , asc cda , asc cp , asc cam , asc mv , asc ss , asc vm , asc dk , nicteaming , networkandsystemmanagement , nicteaming , uam , connectivitymanager process , ni , tpc , trc , qosc , nmt , nsu , nsm , nsc , ndbc , digitallogbook , is3ms , nicteaming , siem , asc backup , colavandssitaw backup , asc process , asc ids , asc discover , asc cda , asc cp , asc cam , asc mv , asc ss , asc vm , asc dk , nicteaming , networkandsystemmanagement backup , nicteaming , uam , connectivitymanager process , ni , tpc , trc , qosc , nmt , nsu , nsm , nsc , ndbc , digitallogbook , is3ms backup , nicteaming , siem","colavandssitaw main1 , colavandssitaw main2 , colavandssitaw backup1 , colavandssitaw backup2 , ec , nsm main1 , nsm main2 , nsm backup1 , nsm backup2 , is3ms main1 , is3ms main2 , is3ms backup1 , is3ms backup2 , colavandssitaw primary , colavandssitaw secondary , networkandsystemmanagement primary , networkandsystemmanagement secondary , is3ms primar , is3ms secondary , eth1 , eth2 , dataport , emergencydataport , dataport , maindataport , maindataport , backupdataport , maindataport , backupdataport , maindataport , maindataport , backupdataport , maindataport , maindataport , maindataport , veth1 , veth2 , teamedeth , eth1 , eth2 , veth1 , veth2 , teamedeth , dataport , dataport , dataport , et1 , et2 , veth1 , veth2 , teamedeth , dataport , colavandssitaw backup primary , colavandssitaw backup secondary , networkandsystemmanagement backup primary , networkandsystemmanagement backup secondary , is3ms backup primar , is3ms backup secondary , emergencycontrolport , eth1 , eth2 , emergencyport , dataport , emergencydataport , dataport , maindataport , maindataport , backupdataport , maindataport , backupdataport , maindataport , maindataport , backupdataport , maindataport , maindataport , maindataport , veth1 , veth2 , teamedeth , eth1 , eth2 , veth1 , veth2 , teamedeth , dataport , dataport , dataport , et1 , et2 , veth1 , veth2 , teamedeth , dataport"
aps communication architecture aps asc 1,26,"colavandssitaw , asc process , asc ids , asc discover , asc cda , asc cp , asc cam , asc mv , asc ss , asc vm , asc dk , nicteaming , networkandsystemmanagement , nicteaming , uam , connectivitymanager process , ni , tpc , trc , qosc , nmt , nsu , nsm , nsc , ndbc , digitallogbook , is3ms , nicteaming , siem","colavandssitaw primary , colavandssitaw secondary , networkandsystemmanagement primary , networkandsystemmanagement secondary , is3ms primar , is3ms secondary , eth1 , eth2 , dataport , emergencydataport , dataport , maindataport , maindataport , backupdataport , maindataport , backupdataport , maindataport , maindataport , backupdataport , maindataport , maindataport , maindataport , veth1 , veth2 , teamedeth , eth1 , eth2 , veth1 , veth2 , teamedeth , dataport , dataport , dataport , et1 , et2 , veth1 , veth2 , teamedeth , dataport"
aps communication architecture aps colavandssitaw backup 1,4,"asc process , asc ids , asc discover , asc cda , asc cp , asc cam , asc mv , asc ss , asc vm , asc dk , nicteaming","eth1 , eth2 , emergencyport , dataport , emergencydataport , dataport , maindataport , maindataport , backupdataport , maindataport , backupdataport , maindataport , maindataport , backupdataport , maindataport , maindataport , maindataport , veth1 , veth2 , teamedeth"
aps communication architecture aps colavandssitaw 1,4,"asc process , asc ids , asc discover , asc cda , asc cp , asc cam , asc mv , asc ss , asc vm , asc dk , nicteaming","eth1 , eth2 , dataport , emergencydataport , dataport , maindataport , maindataport , backupdataport , maindataport , backupdataport , maindataport , maindataport , backupdataport , maindataport , maindataport , maindataport , veth1 , veth2 , teamedeth"
aps communication architecture aps emergencybuttontransmitter 1,9,"epb , emergencycommunicationmodule","emergencysignal , buttonpressed , emergencysignalin , emergencysignalout"
aps communication architecture aps gnss imu backup 1,3,"gnss security , gnss ids","rtk uhf datain , gnsssignalin , eth1 , eth2 , dataport , dataport"
aps communication architecture aps gnss imu 1,3,"gnss security , gnss ids","rtk uhf datain , gnsssignalin , eth1 , eth2 , dataport , dataport"
aps communication architecture aps is3ms 1,26,"nicteaming , siem","et1 , et2 , veth1 , veth2 , teamedeth , dataport"
aps communication architecture aps machinerysystem 1,40,"iocard1 , iocard2 , azimuththruster1 , azimuththruster2 , azimuththruster3 , azimuththruster4","maindataport1 , maindataport2 , backupdataport1 , backupdataport2 , signalport1 , signalport2 , eth1 , eth2 , signalport1 , signalport2 , eth1 , eth2 , signalport , signalport , signalport , signalport"
aps communication architecture aps navigationsystem backup 1,4,"rtk uhf backup , gnssreceiver2 , gnss imu backup","maindataport , maindataport2 , backupdataport , backupdataport2 , dataout , positioncorrectiondata , dataport , incoming , rtk uhf datain , gnsssignalin , eth1 , eth2"
aps communication architecture aps navigationsystem backup withredundancy 1,27,"lidar3 , radar4 , eo4 , radar5 , lidar4 , eo5 , spu5 , spu4 , rtk uhf , gnssreceiver2 , gnss imu backup , senseorswitch backup","maindataport , maindataport2 , backupdataport , backupdataport2 , controlport , dataport , controlport , dataport , controlport , dataport , controlport , dataport , controlport , dataport , controlport , dataport , eth1 , eth2 , eth3 , eth4 , eth5 , eth6 , eth1 , eth2 , eth3 , eth4 , eth5 , eth6 , dataout , positioncorrectiondata , dataport , incoming , rtk uhf datain , gnsssignalin , eth1 , eth2 , eth1 , eth2 , eth3 , eth4 , eth5 , eth6 , eth7 , eth8"
aps communication architecture aps navigationsystem 1,27,"lidar1 , lidar2 , lidar3 , lidar4 , radar1 , radar2 , radar3 , radar4 , radar5 , eo1 , eo2 , eo3 , eo4 , eo5 , domecamera1 , ircamera1 , spu1 , spu2 , spu3 , spu4 , spu5 , senseorswitch , gnss imu , rtk uhf , gnssreceiver1","maindataport1 , maindataport2 , maindataport3 , maindataport4 , backupdataport1 , backupdataport2 , backupdataport3 , backupdataport4 , positioncorrectionport , gnsssignal , controlport , dataport , controlport , dataport , controlport , dataport , controlport , dataport , controlport , dataport , controlport , dataport , controlport , dataport , controlport , dataport , controlport , dataport , controlport , dataport , controlport , dataport , controlport , dataport , controlport , dataport , controlport , dataport , controlport , dataport , controlport , dataport , eth1 , eth2 , eth3 , eth4 , eth5 , eth6 , eth1 , eth2 , eth3 , eth4 , eth5 , eth6 , eth1 , eth2 , eth3 , eth4 , eth5 , eth6 , eth1 , eth2 , eth3 , eth4 , eth5 , eth6 , eth1 , eth2 , eth3 , eth4 , eth5 , eth6 , eth1 , eth2 , eth3 , eth4 , eth5 , eth6 , eth7 , eth8 , rtk uhf datain , gnsssignalin , eth1 , eth2 , dataout , positioncorrectiondata , dataport , incoming"
aps communication architecture aps navigationsystem withredundancy2 1,27,"lidar1 , lidar2 , radar1 , radar2 , radar3 , eo1 , eo2 , eo3 , domecamera1 , ircamera1 , spu1 , spu2 , spu3 , radar5 , spu5 , spu4 , eo4 , lidar4 , lidar3 , eo5 , radar4 , senseorswitch , gnss imu , gnss security , gnss ids , rtk uhf , gnssreceiver1 , senseorswitch backup , gnssreceiver2 , gnss imu backup , gnss security , gnss ids","maindataport1 , maindataport2 , maindataport3 , maindataport4 , backupdataport1 , backupdataport2 , backupdataport3 , backupdataport4 , positioncorrectionport , gnsssignal , controlport , dataport , controlport , dataport , controlport , dataport , controlport , dataport , controlport , dataport , controlport , dataport , controlport , dataport , controlport , dataport , controlport , dataport , controlport , dataport , eth1 , eth2 , eth3 , eth4 , eth5 , eth6 , eth1 , eth2 , eth3 , eth4 , eth5 , eth6 , eth1 , eth2 , eth3 , eth4 , eth5 , eth6 , controlport , dataport , eth1 , eth2 , eth3 , eth4 , eth5 , eth6 , eth1 , eth2 , eth3 , eth4 , eth5 , eth6 , controlport , dataport , controlport , dataport , controlport , dataport , controlport , dataport , controlport , dataport , eth1 , eth2 , eth3 , eth4 , eth5 , eth6 , eth7 , eth8 , rtk uhf datain , gnsssignalin , eth1 , eth2 , dataport , dataport , dataout , positioncorrectiondata , dataport , incoming , eth1 , eth2 , eth3 , eth4 , eth5 , eth6 , eth7 , eth8 , dataport , incoming , rtk uhf datain , gnsssignalin , eth1 , eth2 , dataport , dataport"
aps communication architecture aps navigationsystem withredundancy 1,27,"lidar1 , lidar2 , lidar3 , lidar4 , radar1 , radar2 , radar3 , radar4 , radar5 , eo1 , eo2 , eo3 , eo4 , eo5 , domecamera1 , ircamera1 , spu1 , spu2 , spu3 , spu4 , spu5 , senseorswitch , senseorswitch backup , gnss imu , rtk uhf , gnssreceiver1","maindataport1 , maindataport2 , maindataport3 , maindataport4 , backupdataport1 , backupdataport2 , backupdataport3 , backupdataport4 , positioncorrectionport , gnsssignal , controlport , dataport , controlport , dataport , controlport , dataport , controlport , dataport , controlport , dataport , controlport , dataport , controlport , dataport , controlport , dataport , controlport , dataport , controlport , dataport , controlport , dataport , controlport , dataport , controlport , dataport , controlport , dataport , controlport , dataport , controlport , dataport , eth1 , eth2 , eth3 , eth4 , eth5 , eth6 , eth1 , eth2 , eth3 , eth4 , eth5 , eth6 , eth1 , eth2 , eth3 , eth4 , eth5 , eth6 , eth1 , eth2 , eth3 , eth4 , eth5 , eth6 , eth1 , eth2 , eth3 , eth4 , eth5 , eth6 , eth1 , eth2 , eth3 , eth4 , eth5 , eth6 , eth7 , eth8 , eth1 , eth2 , eth3 , eth4 , eth5 , eth6 , eth7 , eth8 , rtk uhf datain , gnsssignalin , eth1 , eth2 , dataout , positioncorrectiondata , dataport , incoming"
aps communication architecture aps networkandsystemmanagement 1,26,"nicteaming , uam , connectivitymanager process , ni , tpc , trc , qosc , nmt , nsu , nsm , nsc , ndbc , digitallogbook","eth1 , eth2 , veth1 , veth2 , teamedeth , dataport , dataport , dataport"
aps communication architecture aps safetysystem 1,40,"generaliomodule1 , userpanel1 , alarm1 , lantern1 , anchordrop1 , horn1","maindataport , backupdataport , input1 , output1 , output2 , output3 , output4 , eth1 , eth2 , output , input , input , input , input"
