Model,Cluster,Component,Feature
HomeAutomationAADL_HomeAutomation_HA_impl_1,36,"humid_sensor, update, temp_sensor, update, window, update, termostat, update, HA_control, algorithm, cpu1, cpu2, cpu3, cpu4, cpu5","TargetTemp, TargetHumid, inValue, Value, Value_out, Value_in, inValue, Value, Value_out, Value_in, tempValue, cmd, Cmd, Act, tempValue, cmd, Cmd, Act, set_TargetTemp, set_TargetHumid, tempValue, humidValue, windowCmd, termostatCMD, windowCMD, termostatCDM, Temp, Humid"
HybridSynchAADL_DroneControl_DroneControl_impl_1,6,"droneProc, droneThread, offsetX, offsetY, refVX0, refVY0","currX, currY, currVX, currVY, inX, inY, inVX, inVY, outX, outY, outVX, outVY, accX, accY, refX, refY, refVX, refVY, currX, currY, currVX, currVY, inX, inY, inVX, inVY, outX, outY, outVX, outVY, accX, accY, refX, refY, refVX, refVY, currX, currY, currVX, currVY, inX, inY, inVX, inVY, outX, outY, outVX, outVY, accX, accY, refX, refY, refVX, refVY"
HybridSynchAADL_DroneControl_DroneControl_impl_2,6,"ctrlProc, cThread, close","iX, iY, oX, oY, cX, cY, vX, vY, iX, iY, oX, oY, cX, cY, vX, vY, iX, iY, oX, oY, cX, cY, vX, vY"
HybridSynchAADL_Drone_Drone_impl_1,6,"ctrl, ctrlProc, cThread, close, env, x, y, velx, vely","iX, iY, oX, oY, iX, iY, oX, oY, cX, cY, vX, vY, iX, iY, oX, oY, cX, cY, vX, vY, iX, iY, oX, oY, cX, cY, vX, vY, cX, cY, vX, vY"
HybridSynchAADL_Environment_Environment_impl_1,6,"x, y, dotx, doty, dotdotx, dotdoty","currX, currY, currVX, currVY, accX, accY"
HybridSynchAADL_Environment_Environment_impl_2,6,"x, y, velx, vely","cX, cY, vX, vY"
HybridSynchAADL_FourDronesSystem_FourDronesSystem_impl_1,6,"dr1, ctrl, ctrlProc, cThread, close, env, x, y, velx, vely, dr2, ctrl, ctrlProc, cThread, close, env, x, y, velx, vely, dr3, ctrl, ctrlProc, cThread, close, env, x, y, velx, vely, dr4, ctrl, ctrlProc, cThread, close, env, x, y, velx, vely","iX, iY, oX, oY, iX, iY, oX, oY, cX, cY, vX, vY, iX, iY, oX, oY, cX, cY, vX, vY, iX, iY, oX, oY, cX, cY, vX, vY, cX, cY, vX, vY, iX, iY, oX, oY, iX, iY, oX, oY, cX, cY, vX, vY, iX, iY, oX, oY, cX, cY, vX, vY, iX, iY, oX, oY, cX, cY, vX, vY, cX, cY, vX, vY, iX, iY, oX, oY, iX, iY, oX, oY, cX, cY, vX, vY, iX, iY, oX, oY, cX, cY, vX, vY, iX, iY, oX, oY, cX, cY, vX, vY, cX, cY, vX, vY, iX, iY, oX, oY, iX, iY, oX, oY, cX, cY, vX, vY, iX, iY, oX, oY, cX, cY, vX, vY, iX, iY, oX, oY, cX, cY, vX, vY, cX, cY, vX, vY"
HybridSynchAADL_RefDrone_RefDrone_formation_1,6,"refProc, refThread, nx, ny","outX, outY, outVX, outVY, currX, currY, currVX, currVY, accX, accY, outX, outY, outVX, outVY, currX, currY, currVX, currVY, accX, accY, outX, outY, outVX, outVY, currX, currY, currVX, currVY, accX, accY"
IPLProjects_map0_Map_i_1,31,"l1, l2, l3, l4, l5, l6, l7, l8, ls","edge, edge, edge, edge, edge, edge, edge, edge, edge"
IPLProjects_map1_Map_i_1,31,"l1, l2, l3, l4, l5, l6, l7, l8, ls","edge, edge, edge, edge, edge, edge, edge, edge, edge"
IPLProjects_map1_Map_i_2,31,"l1, l2, l3, l4, l5, l6, l7, l8, ls","edge, edge, edge, edge, edge, edge, edge, edge, edge"
IPLProjects_map2_Map_i_1,31,"l1, l2, l3, l4, l5, l6, l7, l8, ls","edge, edge, edge, edge, edge, edge, edge, edge, edge"
IPLProjects_map3a_Map_i_1,31,"l1, l2, l3, l4, l5, l6, l7, ls, c1, c2, c3, c4","edge, edge, edge, edge, edge, edge, edge, edge, edge, edge, edge, edge"
IPLProjects_map3b_Map_i_1,31,"l1, l2, l3, l4, l5, l6, l7, ls, c1, c2, c3, c4","edge, edge, edge, edge, edge, edge, edge, edge, edge, edge, edge, edge"
Isolette_isolette_heat_source_Heat_Source_impl_1,43,"heatsource, skinsensor","current_temperature, value, status, heat_control, heat, heat_control, heat, heat_control, heat"
Isolette_isolette_heat_source_Heat_Source_with_devices_1,21,"this_bus, this_heat_source, this_configuration_checker, this_checker, this_controller, this_processor, this_ram","heat_on_off, heat, current_temperature, heat_configuration, heat_source, bus_access, current_temperature, heat_on_off, heat_configuration, current_temperature, heat_on_off, heat_on_offler, heat_on_offler, heat_configuration, bus_access"
ITU_Example_AADL_ITU_Software_ITU_System_impl_1,17,"PC, SG, ES, EO, FT","ParseCmd_BusInt, ParseCmd_Data, ParseCmd_DataFromCtu, ParseCmd_SGNCC, ParseCmd_ESLC, ParseCmd_EONOFF, ParseCmd_FreTime, ParseCmd_Data, SGNCC_DataToGncc, FaultCheck_MF, ParseCmd_SGNCC, ParseCmd_Data, ESLC_SlcCmd, ParseCmd_ESLC, ParseCmd_Data, EONOFF_OnOffCmd, ParseCmd_EONOFF, ParseCmd_Data, FreTime_LclTime, FreTime_toGNCC, ParseCmd_FreTime"
JobFound_JobFound_jobFoundServer_Impl_1,16,"jobseeker1, server1, employer1, userManagement1, backupServer1","register, login, edit_profile, get_req, send_info, get_list, send_feedback, exchange_knowledge, exchange_experiences, send_req, get_jobinfo, edit_profile, apply_job, contact_details, anonymous_knowledge, register, login, edit_profile, get_req, send_info, get_list, send_feedback, exchange_knowledge, exchange_experiences, create_list, get_feedback, edit_profile, share_position, exchange_knowledge, exchange_experiences, register, login, edit_profile, get_req, send_info, get_list, send_feedback, exchange_knowledge, exchange_experiences"
kAADL_cruise_control_Cruisecontrollaws_Model_1,23,"P_Cruisecontrol_Process, class1, member1, member2, number1, Cruise1, Cruise2, address_1, street, streetnumber, city, zipcode","Cruiseactive, Autospd_Mph, Refspd_Mph, Throttlepos_In, Cruiseactive, Autospd_Mph, Refspd_Mph, Throttlepos_In, method, Cruiseactive, Autospd_Mph, Refspd_Mph, Filautospd_Mph, Filrefspd_Mph, Filautospd_Mph, Filrefspd_Mph, Throttlepos_In, access1, access2, method1, method2"
kAADL_cruise_control_Hci_Model_1,44,"P_Hci_Process, Button_Panel, Drivermodelogic, Refspd, Instrumentpanel, server_process, server_thread","Breakpedalpressed, Clutchpedalpressed, Autospd_Mph, Cruiseactive, Engspd_Rpm, Refspd_Mph, Clutchpedalpressed, Autospd_Mph, Cruiseactive, Engspd_Rpm, Refspd_Mph, Breakpedalpressed, Onnotoff, Decspd, Engspd_Rpm, Incspeed, Activate, Cancel, Clutchpedalpressed, Onnotoff, Cruiseactive, Activate, Cancel, Breakpedalpressed, Cruiseactive, Decspd, Incspeed, Refspd_Mph, Activate, Autospd_Mph, Refspd_Mph, call_server, service, service"
kAADL_Example2_simple_impl_1,38,"B, A","USB2, USB1"
kAADL_Example_simple_impl_1,36,"A, Share1, B, Q","Dataset, Reqdataset, Req1"
kAADL_GPS_Interface_Satellite_others_1,43,"SatPos, MyGPS","position, position, Observation, Wakeup"
kAADL_Hardware_Dual_Processor_PowerPC_1,21,"System_Bus, Shared_Memory, Left, Right","Card_Connector, Card_Connector, Card_Connector"
kAADL_RemoteCallExample_simple_impl_1,44,"A, Q, B, t1","DoCalc, MyCalc, DoCalc, MyCalc"
Master_Thesis_HybridSynchAADL_DroneControl_DroneControl_rendezvous_1,6,"droneProc, droneThread, refX, refY","currX, currY, inX, inY, outX, outY, velX, velY, currX, currY, inX, inY, outX, outY, velX, velY, currX, currY, inX, inY, outX, outY, velX, velY"
Master_Thesis_HybridSynchAADL_DroneControl_DroneControl_rendezvous_2,6,"droneProc, droneThread, refX, refY","currX, currY, inX, inY, outX, outY, velX, velY, currX, currY, inX, inY, outX, outY, velX, velY, currX, currY, inX, inY, outX, outY, velX, velY"
Master_Thesis_HybridSynchAADL_DroneControl_DroneControl_rendezvous_3,6,"droneProc, droneThread, refX, refY","currX, currY, inX, inY, outX, outY, velX, velY, currX, currY, inX, inY, outX, outY, velX, velY, currX, currY, inX, inY, outX, outY, velX, velY"
Master_Thesis_HybridSynchAADL_Drones2_Drones2_rendezvous_1,6,"drone1, drone, droneProc, droneThread, refX, refY, environment, x, y, dotx, doty, drone2, drone, droneProc, droneThread, refX, refY, environment, x, y, dotx, doty","inX, inY, outX, outY, currX, currY, inX, inY, outX, outY, velX, velY, currX, currY, inX, inY, outX, outY, velX, velY, currX, currY, inX, inY, outX, outY, velX, velY, currX, currY, velX, velY, inX, inY, outX, outY, currX, currY, inX, inY, outX, outY, velX, velY, currX, currY, inX, inY, outX, outY, velX, velY, currX, currY, inX, inY, outX, outY, velX, velY, currX, currY, velX, velY"
Master_Thesis_HybridSynchAADL_Drones3_Drones3_rendezvous_1,6,"drone1, drone, droneProc, droneThread, refX, refY, environment, x, y, dotx, doty, drone2, drone, droneProc, droneThread, refX, refY, environment, x, y, dotx, doty, drone3, drone, droneProc, droneThread, refX, refY, environment, x, y, dotx, doty","inX, inY, outX, outY, currX, currY, inX, inY, outX, outY, velX, velY, currX, currY, inX, inY, outX, outY, velX, velY, currX, currY, inX, inY, outX, outY, velX, velY, currX, currY, velX, velY, inX, inY, outX, outY, currX, currY, inX, inY, outX, outY, velX, velY, currX, currY, inX, inY, outX, outY, velX, velY, currX, currY, inX, inY, outX, outY, velX, velY, currX, currY, velX, velY, inX, inY, outX, outY, currX, currY, inX, inY, outX, outY, velX, velY, currX, currY, inX, inY, outX, outY, velX, velY, currX, currY, inX, inY, outX, outY, velX, velY, currX, currY, velX, velY"
Master_Thesis_HybridSynchAADL_Drones4_Drones4_rendezvous_1,6,"drone1, drone, droneProc, droneThread, refX, refY, environment, x, y, dotx, doty, drone2, drone, droneProc, droneThread, refX, refY, environment, x, y, dotx, doty, drone3, drone, droneProc, droneThread, refX, refY, environment, x, y, dotx, doty, drone4, drone, droneProc, droneThread, refX, refY, environment, x, y, dotx, doty","inX, inY, outX, outY, currX, currY, inX, inY, outX, outY, velX, velY, currX, currY, inX, inY, outX, outY, velX, velY, currX, currY, inX, inY, outX, outY, velX, velY, currX, currY, velX, velY, inX, inY, outX, outY, currX, currY, inX, inY, outX, outY, velX, velY, currX, currY, inX, inY, outX, outY, velX, velY, currX, currY, inX, inY, outX, outY, velX, velY, currX, currY, velX, velY, inX, inY, outX, outY, currX, currY, inX, inY, outX, outY, velX, velY, currX, currY, inX, inY, outX, outY, velX, velY, currX, currY, inX, inY, outX, outY, velX, velY, currX, currY, velX, velY, inX, inY, outX, outY, currX, currY, inX, inY, outX, outY, velX, velY, currX, currY, inX, inY, outX, outY, velX, velY, currX, currY, inX, inY, outX, outY, velX, velY, currX, currY, velX, velY"
Master_Thesis_HybridSynchAADL_DroneSystem_DroneSystem_rendezvous_1,6,"drone, droneProc, droneThread, refX, refY, environment, x, y, dotx, doty","inX, inY, outX, outY, currX, currY, inX, inY, outX, outY, velX, velY, currX, currY, inX, inY, outX, outY, velX, velY, currX, currY, inX, inY, outX, outY, velX, velY, currX, currY, velX, velY"
Master_Thesis_HybridSynchAADL_DroneSystem_DroneSystem_rendezvous_2,6,"drone, droneProc, droneThread, refX, refY, environment, x, y, dotx, doty","inX, inY, outX, outY, currX, currY, inX, inY, outX, outY, velX, velY, currX, currY, inX, inY, outX, outY, velX, velY, currX, currY, inX, inY, outX, outY, velX, velY, currX, currY, velX, velY"
Master_Thesis_HybridSynchAADL_DroneSystem_DroneSystem_rendezvous_3,6,"drone, droneProc, droneThread, refX, refY, environment, x, y, dotx, doty","inX, inY, outX, outY, currX, currY, inX, inY, outX, outY, velX, velY, currX, currY, inX, inY, outX, outY, velX, velY, currX, currY, inX, inY, outX, outY, velX, velY, currX, currY, velX, velY"
Master_Thesis_HybridSynchAADL_Environment_Environment_rendezvous_1,6,"x, y, dotx, doty","currX, currY, velX, velY"
Master_Thesis_HybridSynchAADL_Environment_Environment_rendezvous_2,6,"x, y, dotx, doty","currX, currY, velX, velY"
Master_Thesis_HybridSynchAADL_Environment_Environment_rendezvous_3,6,"x, y, dotx, doty","currX, currY, velX, velY"
MCS-Examples_ojr_steppermotor_cs_root_impl_1,35,"the_mem, the_proc, uif, app, act, mot, the_cpu","pos, user_pos, commanded, step_order, commanded, step_completed, step_order, step_done"
MeceLearningSystem_mece_learning_app_package_mece_learning_app_Impl_1,16,"userManagement, courseManagement, communicationManagement, assessmentFeedback, securityPrivacy","get_req, send_reply, get_user_info, send_user_info, get_course_info, send_course_info, get_comm_info, send_comm_info, get_assesment_info, send_assesment_info, get_security_info, send_security_info"
MeceLearningSystem_mece_learning_system_package_AccountDB_Impl_1,7,"masterDB, slaveDB","write_update, read, sync, sync"
MeceLearningSystem_mece_learning_system_package_ContentDB_Impl_1,7,"masterDB, slaveDB1, slaveDB2","write_update, read, sync, sync, sync"
MeceLearningSystem_mece_learning_system_package_MeceLearningSystem_Impl_1,16,"MonitorPredServer, apiGateway, serverSide, MeceApp, userManagement, courseManagement, communicationManagement, assessmentFeedback, securityPrivacy, primaryServer1, primaryServer2, secondaryServer1, secondaryServer2, monitoringPredictionServer, accountDatabase, masterDB, slaveDB, contentDatabase, masterDB, slaveDB1, slaveDB2","get_req, send_reply, get_req, send_reply, get_req, send_reply, get_req, send_reply, get_req, send_reply, get_user_info, send_user_info, get_course_info, send_course_info, get_comm_info, send_comm_info, get_assesment_info, send_assesment_info, get_security_info, send_security_info, ps1_get, ps1_send, ps2_get, ps2_send, ss1_get, ss1_send, ss2_get, ss2_send, get_req, send_reply, write_update, read, sync, sync, write_update, read, sync, sync, sync"
MeceLearningSystem_mece_learning_system_package_ServerSide_Impl_1,16,"MeceApp, userManagement, courseManagement, communicationManagement, assessmentFeedback, securityPrivacy, primaryServer1, primaryServer2, secondaryServer1, secondaryServer2, monitoringPredictionServer","get_req, send_reply, get_req, send_reply, get_user_info, send_user_info, get_course_info, send_course_info, get_comm_info, send_comm_info, get_assesment_info, send_assesment_info, get_security_info, send_security_info, ps1_get, ps1_send, ps2_get, ps2_send, ss1_get, ss1_send, ss2_get, ss2_send, get_req, send_reply"
ModelagemAADL_Exemplo_bus_top_i_1,7,"theBus, sub1, sub2, VB1, VB2, VB3","out1, out2, out3, out4, in1, in2, in3, in4"
ModelagemAADL_Exemplo_bus_top_i_2,7,"theBus, sub1, sub2, VB1, VB2, VB3","out1, out2, out3, out4, in1, in2, in3, in4"
ModelagemAADL_Exemplo_bus_top_i_3,7,"theBus, sub1, sub2, VB1, VB2, VB3","out1, out2, out3, out4, in1, in2, in3, in4"
ModelagemAADL_Exemplo_DCS_i_1,18,dca,"potencia, canbusaccess, sensorin, actuatorOut, potencia, canbusaccess, sensorin, actuatorOut"
ModelagemAADL_Exemplo_DCS_i_2,18,dca,"potencia, canbusaccess, sensorin, actuatorOut, potencia, canbusaccess, sensorin, actuatorOut"
ModelagemAADL_Exemplo_DCS_i_3,18,dcs,"potencia, canbusaccess, SPIaccess, sensorin, actuatorOut, potencia, canbusaccess, SPIaccess, sensorin, actuatorOut"
ModelagemAADL_Exemplo_SCS_i_1,18,"sensor1, atuador, dcs, dca","potencia, out1, in1, potencia, sensorout, canbusaccess, potencia, actuatorin, canbusaccess, potencia, canbusaccess, sensorin, actuatorOut, potencia, canbusaccess, sensorin, actuatorOut"
ModelagemAADL_Exemplo_SCS_i_2,18,"sensor1, atuador, dcs, dca","potencia, out1, in1, potencia, sensorout, canbusaccess, potencia, actuatorin, canbusaccess, potencia, canbusaccess, sensorin, actuatorOut, potencia, canbusaccess, sensorin, actuatorOut"
ModelagemAADL_Exemplo_SCS_i_3,18,"sensor1, atuador, scs","potencia, canbusaccess, potencia, sensorout, SPIaccess, potencia, actuatorin, canbusaccess, potencia, canbusaccess, SPIaccess, sensorin, actuatorOut"
ModelagemAADL_Exemplo_Sistema_i_1,18,"barramento, Bateria, Grid1, scs1, sensor1, atuador, dcs, dca, Grid2, scs2, sensor1, atuador, dcs, dca","potencia, Fornecedor, Fornecedor, Consumidor, potencia, out1, in1, potencia, sensorout, canbusaccess, potencia, actuatorin, canbusaccess, potencia, canbusaccess, sensorin, actuatorOut, potencia, canbusaccess, sensorin, actuatorOut, Fornecedor, Consumidor, potencia, out1, in1, potencia, sensorout, canbusaccess, potencia, actuatorin, canbusaccess, potencia, canbusaccess, sensorin, actuatorOut, potencia, canbusaccess, sensorin, actuatorOut"
ModelagemAADL_Exemplo_Sistema_i_2,18,"barramento, Bateria, Grid1, scs1, sensor1, atuador, dcs, dca, Grid2, scs2, sensor1, atuador, dcs, dca","potencia, Fornecedor, Fornecedor, Consumidor, potencia, out1, in1, potencia, sensorout, canbusaccess, potencia, actuatorin, canbusaccess, potencia, canbusaccess, sensorin, actuatorOut, potencia, canbusaccess, sensorin, actuatorOut, Fornecedor, Consumidor, potencia, out1, in1, potencia, sensorout, canbusaccess, potencia, actuatorin, canbusaccess, potencia, canbusaccess, sensorin, actuatorOut, potencia, canbusaccess, sensorin, actuatorOut"
ModelagemAADL_Exemplo_Sistema_i_3,18,"barramento, Bateria, Grid1, scs, sensor1, atuador, scs, Grid2, dcs, dcs","Fornecedor, Fornecedor, Consumidor, potencia, canbusaccess, potencia, sensorout, SPIaccess, potencia, actuatorin, canbusaccess, potencia, canbusaccess, SPIaccess, sensorin, actuatorOut, Fornecedor, Consumidor, potencia, canbusaccess, SPIaccess, sensorin, actuatorOut, potencia, canbusaccess, SPIaccess, sensorin, actuatorOut"
ModelagemAADL_resourcebudgets_DCA_tier1_1,44,"iop, app","sensor1in, sensor2In, actuatorOut, sensorin1, senseout1, sensorin2, senseout2, controlin, actuatorout, samplingin1, samplingin2, controlout"
ModelagemAADL_resourcebudgets_DCA_tier1_2,44,"iop, app","sensor1in, sensor2In, actuatorOut, sensorin1, senseout1, sensorin2, senseout2, controlin, actuatorout, samplingin1, samplingin2, controlout"
ModelagemAADL_resourcebudgets_DCA_tier1_3,44,"iop, app","sensor1in, sensor2In, actuatorOut, sensorin1, senseout1, sensorin2, senseout2, controlin, actuatorout, samplingin1, samplingin2, controlout"
ModelagemAADL_resourcebudgets_DCA_tier2_1,44,"iop, sense1, sense2, actuate, app, filter, control","sensor1in, sensor2In, actuatorOut, sensorin1, senseout1, sensorin2, senseout2, controlin, actuatorout, signalout, signalin, signalout, signalin, controlin, actuate, samplingin1, samplingin2, controlout, sensorraw1, sensorraw2, sensorfiltered, sensorfiltered, actuatesensor"
ModelagemAADL_resourcebudgets_DCA_tier2_2,44,"iop, sense1, sense2, actuate, app, filter, control","sensor1in, sensor2In, actuatorOut, sensorin1, senseout1, sensorin2, senseout2, controlin, actuatorout, signalout, signalin, signalout, signalin, controlin, actuate, samplingin1, samplingin2, controlout, sensorraw1, sensorraw2, sensorfiltered, sensorfiltered, actuatesensor"
ModelagemAADL_resourcebudgets_DCA_tier2_3,44,"iop, sense1, sense2, actuate, app, filter, control","sensor1in, sensor2In, actuatorOut, sensorin1, senseout1, sensorin2, senseout2, controlin, actuatorout, signalout, signalin, signalout, signalin, controlin, actuate, samplingin1, samplingin2, controlout, sensorraw1, sensorraw2, sensorfiltered, sensorfiltered, actuatesensor"
ModelagemAADL_resourcebudgets_DCS_dualtier2_1,19,"dca, iop, sense1, sense2, actuate, app, filter, control, hw, canbus, pcibus, M, pc1, pc2","power, canbusaccess, sensor1in, sensor2In, actuatorOut, sensor1in, sensor2In, actuatorOut, sensorin1, senseout1, sensorin2, senseout2, controlin, actuatorout, signalout, signalin, signalout, signalin, controlin, actuate, samplingin1, samplingin2, controlout, sensorraw1, sensorraw2, sensorfiltered, sensorfiltered, actuatesensor, power, canbusaccess, power, power, power, pci, power, cb, pci, power, cb, pci"
ModelagemAADL_resourcebudgets_DCS_dualtier2_2,19,"dca, iop, sense1, sense2, actuate, app, filter, control, hw, canbus, pcibus, M, pc1, pc2","power, canbusaccess, sensor1in, sensor2In, actuatorOut, sensor1in, sensor2In, actuatorOut, sensorin1, senseout1, sensorin2, senseout2, controlin, actuatorout, signalout, signalin, signalout, signalin, controlin, actuate, samplingin1, samplingin2, controlout, sensorraw1, sensorraw2, sensorfiltered, sensorfiltered, actuatesensor, power, canbusaccess, power, power, power, pci, power, cb, pci, power, cb, pci"
ModelagemAADL_resourcebudgets_DCS_dualtier2_3,19,"dca, iop, sense1, sense2, actuate, app, filter, control, hw, canbus, pcibus, M, pc1, pc2","power, canbusaccess, sensor1in, sensor2In, actuatorOut, sensor1in, sensor2In, actuatorOut, sensorin1, senseout1, sensorin2, senseout2, controlin, actuatorout, signalout, signalin, signalout, signalin, controlin, actuate, samplingin1, samplingin2, controlout, sensorraw1, sensorraw2, sensorfiltered, sensorfiltered, actuatesensor, power, canbusaccess, power, power, power, pci, power, cb, pci, power, cb, pci"
ModelagemAADL_resourcebudgets_DCS_singletier0_1,18,"dca, hw","power, canbusaccess, sensor1in, sensor2In, actuatorOut, sensor1in, sensor2In, actuatorOut, power, canbusaccess"
ModelagemAADL_resourcebudgets_DCS_singletier0_2,18,"dca, hw","power, canbusaccess, sensor1in, sensor2In, actuatorOut, sensor1in, sensor2In, actuatorOut, power, canbusaccess"
ModelagemAADL_resourcebudgets_DCS_singletier0_3,18,"dca, hw","power, canbusaccess, sensor1in, sensor2In, actuatorOut, sensor1in, sensor2In, actuatorOut, power, canbusaccess"
ModelagemAADL_resourcebudgets_DCS_singletier1_1,19,"dca, hw, canbus, pci, ram, cpu","power, canbusaccess, sensor1in, sensor2In, actuatorOut, sensor1in, sensor2In, actuatorOut, power, canbusaccess, power, power, power, pci, power, cb, pci"
ModelagemAADL_resourcebudgets_DCS_singletier1_2,19,"dca, hw, canbus, pci, ram, cpu","power, canbusaccess, sensor1in, sensor2In, actuatorOut, sensor1in, sensor2In, actuatorOut, power, canbusaccess, power, power, power, pci, power, cb, pci"
ModelagemAADL_resourcebudgets_DCS_singletier1_3,19,"dca, hw, canbus, pci, ram, cpu","power, canbusaccess, sensor1in, sensor2In, actuatorOut, sensor1in, sensor2In, actuatorOut, power, canbusaccess, power, power, power, pci, power, cb, pci"
ModelagemAADL_resourcebudgets_DCS_singletier2_1,19,"hw, canbus, pci, ram, cpu, dca, iop, sense1, sense2, actuate, app, filter, control","power, canbusaccess, sensor1in, sensor2In, actuatorOut, power, canbusaccess, power, power, power, pci, power, cb, pci, sensor1in, sensor2In, actuatorOut, sensorin1, senseout1, sensorin2, senseout2, controlin, actuatorout, signalout, signalin, signalout, signalin, controlin, actuate, samplingin1, samplingin2, controlout, sensorraw1, sensorraw2, sensorfiltered, sensorfiltered, actuatesensor"
ModelagemAADL_resourcebudgets_DCS_singletier2_2,19,"hw, canbus, pci, ram, cpu, dca, iop, sense1, sense2, actuate, app, filter, control","power, canbusaccess, sensor1in, sensor2In, actuatorOut, power, canbusaccess, power, power, power, pci, power, cb, pci, sensor1in, sensor2In, actuatorOut, sensorin1, senseout1, sensorin2, senseout2, controlin, actuatorout, signalout, signalin, signalout, signalin, controlin, actuate, samplingin1, samplingin2, controlout, sensorraw1, sensorraw2, sensorfiltered, sensorfiltered, actuatesensor"
ModelagemAADL_resourcebudgets_DCS_singletier2_3,19,"hw, canbus, pci, ram, cpu, dca, iop, sense1, sense2, actuate, app, filter, control","power, canbusaccess, sensor1in, sensor2In, actuatorOut, power, canbusaccess, power, power, power, pci, power, cb, pci, sensor1in, sensor2In, actuatorOut, sensorin1, senseout1, sensorin2, senseout2, controlin, actuatorout, signalout, signalin, signalout, signalin, controlin, actuate, samplingin1, samplingin2, controlout, sensorraw1, sensorraw2, sensorfiltered, sensorfiltered, actuatesensor"
ModelagemAADL_resourcebudgets_MySystem_Tier0_1,18,"EPSU, Grid, scs, sensor1, sensor2, actuator, dcs, dca, hw","Supplier, Supplier, Consumer, power, power, sensorout, canbusaccess, power, sensorout, canbusaccess, power, actuatorin, canbusaccess, power, canbusaccess, sensor1in, sensor2In, actuatorOut, sensor1in, sensor2In, actuatorOut, power, canbusaccess"
ModelagemAADL_resourcebudgets_MySystem_Tier0_2,18,"EPSU, Grid, scs, sensor1, sensor2, actuator, dcs, dca, hw","Supplier, Supplier, Consumer, power, power, sensorout, canbusaccess, power, sensorout, canbusaccess, power, actuatorin, canbusaccess, power, canbusaccess, sensor1in, sensor2In, actuatorOut, sensor1in, sensor2In, actuatorOut, power, canbusaccess"
ModelagemAADL_resourcebudgets_MySystem_Tier0_3,18,"EPSU, Grid, scs, sensor1, sensor2, actuator, dcs, dca, hw","Supplier, Supplier, Consumer, power, power, sensorout, canbusaccess, power, sensorout, canbusaccess, power, actuatorin, canbusaccess, power, canbusaccess, sensor1in, sensor2In, actuatorOut, sensor1in, sensor2In, actuatorOut, power, canbusaccess"
ModelagemAADL_resourcebudgets_MySystem_Tier2_1,19,"EPSU, Grid, scs, sensor1, sensor2, actuator, dcs, hw, canbus, pci, ram, cpu, dca, iop, sense1, sense2, actuate, app, filter, control","Supplier, Supplier, Consumer, power, power, sensorout, canbusaccess, power, sensorout, canbusaccess, power, actuatorin, canbusaccess, power, canbusaccess, sensor1in, sensor2In, actuatorOut, power, canbusaccess, power, power, power, pci, power, cb, pci, sensor1in, sensor2In, actuatorOut, sensorin1, senseout1, sensorin2, senseout2, controlin, actuatorout, signalout, signalin, signalout, signalin, controlin, actuate, samplingin1, samplingin2, controlout, sensorraw1, sensorraw2, sensorfiltered, sensorfiltered, actuatesensor"
ModelagemAADL_resourcebudgets_MySystem_Tier2_2,19,"EPSU, Grid, scs, sensor1, sensor2, actuator, dcs, hw, canbus, pci, ram, cpu, dca, iop, sense1, sense2, actuate, app, filter, control","Supplier, Supplier, Consumer, power, power, sensorout, canbusaccess, power, sensorout, canbusaccess, power, actuatorin, canbusaccess, power, canbusaccess, sensor1in, sensor2In, actuatorOut, power, canbusaccess, power, power, power, pci, power, cb, pci, sensor1in, sensor2In, actuatorOut, sensorin1, senseout1, sensorin2, senseout2, controlin, actuatorout, signalout, signalin, signalout, signalin, controlin, actuate, samplingin1, samplingin2, controlout, sensorraw1, sensorraw2, sensorfiltered, sensorfiltered, actuatesensor"
ModelagemAADL_resourcebudgets_MySystem_Tier2_3,19,"EPSU, Grid, scs, sensor1, sensor2, actuator, dcs, hw, canbus, pci, ram, cpu, dca, iop, sense1, sense2, actuate, app, filter, control","Supplier, Supplier, Consumer, power, power, sensorout, canbusaccess, power, sensorout, canbusaccess, power, actuatorin, canbusaccess, power, canbusaccess, sensor1in, sensor2In, actuatorOut, power, canbusaccess, power, power, power, pci, power, cb, pci, sensor1in, sensor2In, actuatorOut, sensorin1, senseout1, sensorin2, senseout2, controlin, actuatorout, signalout, signalin, signalout, signalin, controlin, actuate, samplingin1, samplingin2, controlout, sensorraw1, sensorraw2, sensorfiltered, sensorfiltered, actuatesensor"
ModelagemAADL_resourcebudgets_platform_dual_1,19,"canbus, pcibus, M, pc1, pc2","power, canbusaccess, power, power, power, pci, power, cb, pci, power, cb, pci"
ModelagemAADL_resourcebudgets_platform_dual_2,19,"canbus, pcibus, M, pc1, pc2","power, canbusaccess, power, power, power, pci, power, cb, pci, power, cb, pci"
ModelagemAADL_resourcebudgets_platform_dual_3,19,"canbus, pcibus, M, pc1, pc2","power, canbusaccess, power, power, power, pci, power, cb, pci, power, cb, pci"
ModelagemAADL_resourcebudgets_platform_single_1,19,"canbus, pci, ram, cpu","power, canbusaccess, power, power, power, pci, power, cb, pci"
ModelagemAADL_resourcebudgets_platform_single_2,19,"canbus, pci, ram, cpu","power, canbusaccess, power, power, power, pci, power, cb, pci"
ModelagemAADL_resourcebudgets_platform_single_3,19,"canbus, pci, ram, cpu","power, canbusaccess, power, power, power, pci, power, cb, pci"
